class,symbol,datetime,sl3,sl6,sl12,sl20,sl30,sl60,sl90,sbm10,sbm20,sam10,sam20,ram20,ram30,rbm10,rbm20,sam90,sam180,sam360,sbm90,sbm180,sbm360
0,cat,2004-04-15,-117.413,-42.415,13.840,23.181,15.003,-2.739,-2.487,117.413,117.413,25.316,41.293,0.070,0.105,0.035,0.035,43.575,43.575,43.575,8.843,8.843,8.843
0,cat,2004-04-16,-2.032,-2.639,20.521,30.894,21.977,-2.858,-0.914,53.134,53.134,37.595,47.609,0.086,0.121,0.021,0.021,48.230,48.230,48.230,6.274,6.274,6.274
0,cat,2004-04-19,-1.234,-19.924,20.341,30.799,20.209,-5.952,-2.218,65.672,65.672,12.376,38.341,0.073,0.107,0.033,0.033,41.275,41.275,41.275,8.133,8.133,8.133
0,cat,2004-04-20,-33.828,-75.025,10.338,29.669,13.396,-8.297,-3.589,75.025,75.025,0.000,29.669,0.059,0.093,0.045,0.045,34.581,34.581,34.581,10.029,10.029,10.029
0,cat,2004-04-21,-36.192,-19.101,-1.231,34.476,20.419,-7.705,-2.111,45.544,45.544,137.534,34.476,0.069,0.108,0.032,0.032,38.717,38.717,38.717,7.705,7.705,7.705
0,cat,2004-04-22,127.572,63.145,17.089,50.897,48.021,4.268,1.949,0.000,0.000,257.564,50.897,0.102,0.150,0.000,0.000,51.618,51.618,51.618,1.755,1.755,1.755
0,cat,2004-04-23,82.520,23.927,-9.549,31.173,40.146,4.898,-0.928,254.459,254.459,82.520,31.173,0.062,0.120,0.025,0.025,40.146,40.146,40.146,5.787,5.787,5.787
0,cat,2004-04-26,-7.400,-21.756,-12.180,22.340,26.558,7.852,-2.353,190.249,190.249,28.757,22.340,0.045,0.094,0.038,0.038,34.176,34.176,34.176,7.674,7.674,7.674
0,cat,2004-04-27,-91.161,16.461,-1.830,14.595,35.235,7.829,-1.143,91.161,91.161,45.511,20.849,0.035,0.106,0.027,0.027,36.953,36.953,36.953,5.900,5.900,5.900
0,cat,2004-04-28,-91.915,-5.835,-40.299,-1.875,19.244,4.753,-3.966,130.797,130.797,0.000,4.923,0.009,0.058,0.052,0.052,27.134,27.134,27.134,9.610,9.610,9.610
0,cat,2004-04-29,-136.794,-71.945,-45.111,-9.422,1.554,1.168,-6.816,155.053,155.053,0.000,0.000,0.000,0.028,0.078,0.078,17.812,17.812,17.812,13.243,13.243,13.243
0,cat,2004-04-30,-165.852,-126.239,-33.938,-8.038,2.288,4.018,-6.614,126.239,126.239,19.335,19.335,0.002,0.030,0.076,0.076,17.889,17.889,17.889,12.782,12.782,12.782
0,cat,2004-05-03,-13.802,-52.668,-14.748,-11.268,13.412,6.661,-4.409,80.346,80.346,115.365,115.365,0.023,0.051,0.056,0.056,23.620,23.620,23.620,9.757,9.757,9.757
0,cat,2004-05-04,61.442,-38.937,-30.092,-20.629,15.497,1.083,-4.893,75.654,75.654,61.442,61.442,0.018,0.046,0.061,0.061,21.651,21.651,21.651,10.229,10.229,10.229
0,cat,2004-05-05,45.885,-61.125,-22.634,-24.786,12.964,2.425,-5.176,70.022,70.022,39.314,39.314,0.016,0.039,0.063,0.063,20.326,20.326,20.326,10.436,10.436,10.436
0,cat,2004-05-06,-63.836,-38.687,-22.193,-25.883,6.638,2.808,-6.453,74.316,74.316,6.960,6.960,0.003,0.020,0.074,0.074,16.475,16.475,16.475,11.863,11.863,11.863
0,cat,2004-05-07,-79.737,-9.882,-40.701,-29.641,-0.130,-3.884,-7.434,59.053,75.451,0.000,0.000,0.000,0.000,0.059,0.083,13.568,13.568,13.568,12.891,12.891,12.891
2,cat,2004-05-10,-250.423,-103.993,-111.177,-64.896,-19.628,-12.306,-13.134,121.163,111.177,0.000,0.000,0.000,0.000,0.109,0.133,0.000,0.000,0.000,19.546,19.546,19.546
0,cat,2004-05-11,-203.383,-131.662,-90.085,-54.377,-26.757,-9.300,-12.839,106.357,100.613,30.187,30.187,0.003,0.003,0.106,0.131,30.187,30.187,30.187,18.933,18.933,18.933
0,cat,2004-05-12,-97.683,-87.542,-62.217,-38.072,-21.417,-9.767,-10.473,60.728,78.478,135.840,135.840,0.027,0.027,0.061,0.110,135.840,135.840,135.840,15.920,15.920,15.920
0,cat,2004-05-13,81.413,-87.563,-72.738,-37.995,-18.591,-8.976,-13.401,74.178,74.832,81.413,81.413,0.024,0.024,0.059,0.112,81.413,81.413,81.413,16.020,16.020,16.020
0,cat,2004-05-14,118.103,-46.243,-41.928,-38.307,-13.966,-6.027,-10.272,51.517,62.500,96.392,96.392,0.039,0.039,0.046,0.100,96.392,96.392,96.392,14.238,14.238,14.238
0,cat,2004-05-17,-58.776,-77.369,-43.396,-46.049,-31.445,-7.116,-12.055,73.453,73.862,18.112,18.112,0.009,0.009,0.073,0.126,18.112,18.112,18.112,17.298,17.298,17.298
0,cat,2004-05-18,-40.629,19.896,-42.669,-38.947,-35.028,-7.489,-10.996,66.574,68.371,19.896,19.896,0.012,0.012,0.067,0.123,19.896,19.896,19.896,16.766,16.766,16.766
0,cat,2004-05-19,-83.234,15.960,-58.481,-44.894,-36.626,-6.302,-9.184,63.452,64.460,18.034,18.034,0.013,0.013,0.063,0.122,18.034,18.034,18.034,16.483,16.483,16.483
1,cat,2004-05-20,-58.018,-57.886,-71.194,-70.392,-39.951,-10.625,-13.732,71.805,70.392,0.000,0.000,0.000,0.000,0.072,0.141,0.000,0.000,0.000,18.516,18.516,18.516
1,cat,2004-05-21,-32.542,-36.387,-61.019,-54.478,-36.391,-10.520,-12.754,53.034,54.478,106.559,106.559,0.011,0.011,0.053,0.109,106.559,106.559,106.559,17.186,17.186,17.186
2,cat,2004-05-24,9.033,-37.213,-41.212,-42.645,-38.806,-3.850,-12.877,37.213,50.187,120.398,120.398,0.024,0.024,0.022,0.095,120.398,120.398,120.398,15.604,15.604,15.604
2,cat,2004-05-25,110.250,25.156,-26.690,-43.704,-29.952,-4.750,-11.633,19.629,43.704,110.250,110.250,0.033,0.033,0.014,0.087,110.250,110.250,110.250,14.508,14.508,14.508
2,cat,2004-05-26,83.071,24.859,22.526,-30.427,-25.423,-5.886,-12.268,13.872,30.427,89.607,89.607,0.036,0.036,0.011,0.061,89.607,89.607,89.607,14.061,14.061,14.061
2,cat,2004-05-27,52.703,30.939,23.598,-15.532,-23.226,-4.634,-9.441,7.634,29.398,80.542,80.542,0.040,0.040,0.007,0.053,80.542,80.542,80.542,13.459,13.459,13.459
0,cat,2004-05-28,31.257,71.270,5.455,-15.309,-26.920,-3.359,-10.725,4.492,26.657,71.270,71.270,0.043,0.043,0.004,0.051,71.270,71.270,71.270,13.061,13.061,13.061
0,cat,2004-06-01,49.432,66.867,14.510,-21.482,-20.741,-0.895,-10.635,0.000,21.482,73.148,73.148,0.051,0.051,0.000,0.043,73.148,73.148,73.148,12.098,12.098,12.098
0,cat,2004-06-02,55.430,54.504,8.037,-16.390,-14.837,-1.019,-10.231,0.000,16.390,71.962,71.962,0.058,0.058,0.000,0.033,71.962,71.962,71.962,11.354,11.354,11.354
2,cat,2004-06-03,-8.847,11.163,18.244,-23.160,-24.379,-2.727,-12.887,166.186,23.160,44.438,44.438,0.040,0.040,0.017,0.046,44.438,44.438,44.438,12.887,12.887,12.887
0,cat,2004-06-04,-20.186,14.473,19.774,-15.093,-34.086,4.512,-8.808,60.194,15.093,44.838,44.838,0.045,0.045,0.012,0.030,44.838,44.838,44.838,34.086,12.293,12.293
0,cat,2004-06-07,55.832,56.095,44.038,3.760,-17.326,10.367,-2.679,0.000,0.000,63.946,68.440,0.075,0.075,0.000,0.000,68.440,68.440,68.440,24.548,9.347,9.347
0,cat,2004-06-08,87.381,39.151,56.048,29.089,-15.575,4.871,-0.201,74.645,74.645,42.162,56.048,0.067,0.067,0.007,0.007,56.048,56.048,56.048,25.936,9.980,9.980
0,cat,2004-06-09,-4.415,-12.287,27.044,15.732,-26.080,3.199,-3.882,148.005,148.005,10.047,33.426,0.043,0.043,0.030,0.030,33.426,33.426,33.426,31.348,12.026,12.026
0,cat,2004-06-10,-90.090,-17.884,18.018,4.943,-17.148,0.553,-2.710,90.090,90.090,10.020,33.016,0.046,0.046,0.027,0.027,33.016,33.016,33.016,29.727,11.652,11.652
1,cat,2004-06-14,-102.006,-8.649,1.228,0.670,-12.117,-5.310,-3.288,94.594,94.594,0.000,23.065,0.035,0.035,0.038,0.038,23.065,23.065,23.065,31.731,12.560,12.560
0,cat,2004-06-15,-0.442,-2.428,6.012,-1.982,-10.035,-3.908,-0.747,59.459,59.459,84.269,27.072,0.043,0.043,0.030,0.030,27.072,27.072,27.072,28.769,11.666,11.666
1,cat,2004-06-16,-70.106,-79.150,-12.860,3.196,-22.511,-5.002,-3.363,79.150,79.150,0.000,14.246,0.024,0.024,0.047,0.047,14.246,14.246,14.246,32.426,13.204,13.204
2,cat,2004-06-17,-1.784,-51.867,-6.967,6.576,-18.099,-1.722,-5.350,54.789,54.789,95.933,18.913,0.034,0.034,0.038,0.038,18.913,18.913,18.913,29.351,12.227,12.227
1,cat,2004-06-18,-42.888,-21.662,-16.895,4.201,-18.528,-3.142,-4.649,52.767,52.767,27.699,15.733,0.030,0.030,0.042,0.042,15.733,15.733,15.733,29.513,12.457,12.457
1,cat,2004-06-21,43.688,-13.668,-15.703,18.821,-12.289,-2.948,-2.293,38.896,38.896,43.688,18.821,0.038,0.038,0.035,0.035,18.821,18.821,18.821,27.111,11.682,11.682
2,cat,2004-06-22,86.099,42.135,16.633,24.784,-2.031,-1.080,-3.251,13.513,13.513,89.177,24.784,0.050,0.061,0.014,0.014,28.930,28.930,28.930,21.606,9.641,9.641
0,cat,2004-06-23,155.424,55.268,26.380,26.284,22.914,0.968,-1.130,0.000,0.000,104.851,26.284,0.053,0.078,0.000,0.000,35.415,35.415,35.415,17.581,8.132,8.132
0,cat,2004-06-24,183.160,114.624,15.015,29.806,27.360,-0.797,2.411,0.000,0.000,114.624,114.624,0.069,0.095,0.000,0.000,41.156,41.156,41.156,13.826,6.685,6.685
0,cat,2004-06-25,65.232,76.508,11.130,22.044,14.650,-3.854,-1.914,120.101,120.101,79.912,79.912,0.056,0.082,0.012,0.012,33.963,33.963,33.963,16.079,7.685,7.685
0,cat,2004-06-28,-17.546,68.530,22.989,15.365,12.590,-3.351,-2.014,102.402,102.402,58.607,58.607,0.047,0.072,0.020,0.020,28.896,28.896,28.896,17.492,8.356,8.356
0,cat,2004-06-29,-11.799,85.356,35.494,23.026,13.784,-0.380,0.410,11.799,11.799,72.212,72.212,0.065,0.091,0.004,0.004,34.917,34.917,34.917,13.648,6.805,6.805
0,cat,2004-06-30,55.022,60.665,52.167,22.907,26.743,-3.612,3.790,0.000,0.000,73.368,73.368,0.073,0.099,0.000,0.000,36.801,36.801,36.801,11.789,6.067,6.067
0,cat,2004-07-01,30.115,6.205,30.840,11.515,20.023,-8.555,1.381,158.611,158.611,56.138,51.222,0.056,0.082,0.016,0.016,29.259,29.259,29.259,14.665,7.371,7.371
2,cat,2004-07-02,-88.810,-50.147,30.514,10.446,13.189,-12.443,0.029,171.198,171.198,30.906,30.514,0.037,0.062,0.034,0.034,21.283,21.283,21.283,17.909,8.865,8.865
2,cat,2004-07-06,-113.713,-30.284,22.417,8.146,20.620,-10.901,-0.648,113.713,113.713,23.340,28.271,0.037,0.062,0.034,0.034,20.620,20.620,20.620,17.527,8.775,8.775
0,cat,2004-07-07,-28.993,0.430,34.489,-1.287,20.403,-9.108,-0.641,61.052,61.052,11.089,33.683,0.047,0.061,0.024,0.024,23.392,23.392,23.392,15.388,7.888,7.888
2,cat,2004-07-08,-8.255,-48.423,17.227,-3.825,11.396,-14.368,1.144,73.263,73.263,0.000,22.700,0.034,0.034,0.037,0.037,18.466,18.466,18.466,17.310,8.828,8.828
2,cat,2004-07-09,15.205,-49.513,4.675,11.141,10.851,-10.038,0.347,49.513,49.513,71.868,25.926,0.041,0.041,0.030,0.030,20.213,20.213,20.213,15.749,8.183,8.183
0,cat,2004-07-12,31.398,1.066,3.638,17.394,15.052,-5.759,0.917,21.759,21.759,111.068,33.541,0.057,0.057,0.015,0.015,24.300,24.300,24.300,12.926,6.935,6.935
0,cat,2004-07-13,119.343,55.396,1.791,30.163,18.181,-3.156,2.802,2.675,2.675,119.343,39.484,0.071,0.071,0.002,0.002,27.717,27.717,27.717,10.442,5.821,5.821
0,cat,2004-07-14,73.517,44.528,6.718,22.483,15.174,-6.486,2.716,9.231,9.231,73.501,33.921,0.064,0.064,0.008,0.008,25.064,25.064,25.064,11.296,6.264,6.264
0,cat,2004-07-15,49.853,40.860,20.650,36.414,15.096,-3.292,4.408,0.504,0.504,75.003,36.414,0.073,0.073,0.001,0.001,26.705,26.705,26.705,9.805,5.593,5.593
0,cat,2004-07-16,-61.394,27.876,-10.678,20.677,6.063,-4.522,1.329,200.252,18.653,27.876,23.975,0.046,0.051,0.020,0.021,20.212,20.212,20.212,12.895,7.117,7.117
0,cat,2004-07-19,-24.964,24.001,-13.113,25.329,13.484,-5.941,2.603,76.196,13.113,30.987,25.329,0.051,0.056,0.015,0.016,21.042,21.042,21.042,11.911,6.685,6.685
0,cat,2004-07-20,-55.836,-3.409,-1.173,20.605,11.347,-11.950,6.892,55.836,13.266,25.154,20.605,0.041,0.055,0.017,0.017,20.101,20.101,20.101,11.950,6.747,6.747
0,cat,2004-07-21,-36.842,-48.778,2.498,1.957,-3.218,-10.188,5.772,77.141,22.389,6.098,6.098,0.005,0.040,0.031,0.031,15.830,15.830,15.830,13.937,7.772,7.772
0,cat,2004-07-22,-198.662,-111.069,-34.754,-27.988,-15.517,-15.183,-2.076,147.859,49.597,0.000,0.000,0.000,0.000,0.074,0.074,4.185,4.185,4.185,20.272,10.979,10.979
0,cat,2004-07-23,-207.079,-129.723,-46.021,-37.168,-9.637,-17.482,-1.141,129.723,48.936,0.000,0.000,0.000,0.000,0.078,0.078,3.090,3.090,3.090,20.535,11.185,11.185
0,cat,2004-07-26,-188.434,-111.597,-42.794,-35.509,-13.228,-14.847,-4.055,122.346,50.649,0.000,0.000,0.000,0.000,0.086,0.086,1.069,1.069,1.069,21.366,11.679,11.679
0,cat,2004-07-27,-61.653,-128.320,-53.083,-34.267,-11.548,-11.622,-7.266,113.822,50.842,0.000,0.000,0.000,0.000,0.091,0.092,0.000,0.000,0.000,21.824,11.987,11.987
0,cat,2004-07-28,9.560,-99.056,-51.131,-34.192,-8.666,-9.220,-5.426,83.543,39.818,174.588,174.588,0.017,0.017,0.075,0.076,174.588,174.588,174.588,19.223,10.726,10.726
0,cat,2004-07-29,61.065,-65.410,-56.137,-34.680,-0.360,-11.423,-3.451,68.892,34.680,121.934,121.934,0.024,0.024,0.069,0.069,121.934,121.934,121.934,18.049,10.183,10.183
0,cat,2004-07-30,60.967,-0.907,-55.958,-29.995,-5.487,-11.644,-2.958,66.789,67.667,60.967,60.967,0.018,0.018,0.060,0.074,60.967,60.967,60.967,18.553,10.505,10.505
0,cat,2004-08-02,-14.980,-2.732,-66.121,-23.592,-5.912,-12.056,-4.028,65.098,66.121,32.216,32.216,0.013,0.013,0.065,0.079,32.216,32.216,32.216,18.956,10.777,10.777
0,cat,2004-08-03,-101.447,-21.120,-65.651,-32.908,-14.671,-13.209,-6.769,81.850,74.792,0.000,0.000,0.000,0.000,0.082,0.097,0.000,0.000,0.000,21.097,11.970,11.970
0,cat,2004-08-04,-81.190,-10.854,-69.169,-37.419,-21.526,-11.713,-7.849,68.226,69.270,2.790,2.790,0.000,0.000,0.068,0.097,2.790,2.790,2.790,20.767,11.861,11.861
0,cat,2004-08-05,-158.687,-86.477,-90.197,-45.146,-35.392,-7.455,-11.220,116.597,82.116,0.000,0.000,0.000,0.000,0.058,0.123,0.000,0.000,0.000,23.913,13.612,13.612
2,cat,2004-08-06,-66.499,-82.961,-72.558,-44.305,-37.295,-6.498,-12.903,82.961,72.025,90.491,90.491,0.009,0.009,0.050,0.115,90.491,90.491,90.491,22.560,12.957,12.957
2,cat,2004-08-09,-75.779,-77.562,-39.213,-52.154,-34.464,-10.664,-13.792,74.588,69.121,32.318,32.318,0.006,0.006,0.052,0.118,32.318,32.318,32.318,22.544,13.018,13.018
2,cat,2004-08-10,78.521,-41.952,-22.307,-50.523,-26.760,-7.590,-10.975,45.144,56.955,78.521,78.521,0.024,0.024,0.036,0.103,78.521,78.521,78.521,20.357,11.893,11.893
0,cat,2004-08-11,85.884,8.836,-6.198,-42.650,-28.588,-7.993,-9.761,28.105,48.654,87.618,87.618,0.035,0.035,0.025,0.092,87.618,87.618,87.618,18.837,11.119,11.119
0,cat,2004-08-12,80.396,1.395,-4.734,-48.111,-32.226,-4.034,-12.917,29.352,48.111,61.477,61.477,0.031,0.031,0.029,0.096,61.477,61.477,61.477,19.056,11.294,11.294
0,cat,2004-08-13,22.921,50.991,-19.066,-38.941,-27.415,-4.520,-14.373,23.677,43.349,50.991,50.991,0.031,0.031,0.024,0.082,50.991,50.991,50.991,18.827,11.222,11.222
0,cat,2004-08-16,37.469,62.159,-11.948,-34.020,-16.727,-2.100,-13.455,3.146,34.020,66.689,66.689,0.047,0.047,0.003,0.068,66.689,66.689,66.689,16.903,10.200,10.200
0,cat,2004-08-17,33.445,57.324,-11.453,-35.801,-18.463,0.507,-13.019,53.520,35.801,51.350,51.350,0.041,0.041,0.005,0.072,51.350,51.350,51.350,17.271,10.454,10.454
0,cat,2004-08-18,34.843,29.002,-6.840,-28.915,-21.505,-1.210,-12.849,25.388,28.915,45.964,45.964,0.041,0.041,0.005,0.058,45.964,45.964,45.964,17.029,10.363,10.363
2,cat,2004-08-19,-72.275,-17.809,-4.534,-15.232,-22.823,-6.104,-16.531,72.275,23.806,23.987,23.987,0.024,0.024,0.022,0.036,23.987,23.987,23.987,18.575,11.286,11.286
2,cat,2004-08-20,-11.038,11.148,6.276,-6.692,-20.931,-5.381,-13.249,21.614,14.287,34.410,34.212,0.038,0.038,0.009,0.023,34.212,34.212,34.212,16.991,10.432,10.432
2,cat,2004-08-23,-20.690,6.969,29.086,-3.788,-26.333,-6.235,-12.314,22.506,14.958,28.257,29.086,0.035,0.035,0.011,0.025,29.086,29.086,29.086,17.057,10.514,10.514
0,cat,2004-08-24,86.969,6.404,34.401,6.790,-25.735,-4.479,-10.520,0.000,5.861,26.523,39.003,0.051,0.051,0.000,0.011,39.003,39.003,39.003,15.318,9.556,9.556
0,cat,2004-08-25,75.212,31.963,45.193,2.996,-20.775,-3.274,-10.980,0.000,0.427,90.476,43.604,0.061,0.061,0.000,0.001,43.604,43.604,43.604,14.144,8.915,8.915
0,cat,2004-08-26,76.798,27.816,28.651,-1.488,-23.888,-4.937,-10.000,21.660,1.488,67.892,39.165,0.059,0.059,0.002,0.003,39.165,39.165,39.165,14.200,8.981,8.981
0,cat,2004-08-27,25.062,56.343,18.966,1.429,-17.607,-5.932,-8.724,11.507,11.507,56.343,36.627,0.059,0.059,0.002,0.002,36.627,36.627,36.627,14.053,8.929,8.929
2,cat,2004-08-30,-73.102,0.231,5.690,-5.814,-25.323,-6.432,-12.101,73.102,73.102,19.237,22.221,0.038,0.038,0.022,0.022,22.221,22.221,22.221,15.832,10.007,10.007
2,cat,2004-08-31,-45.675,15.036,11.034,7.115,-22.928,-6.181,-15.061,39.597,39.597,24.723,24.578,0.044,0.044,0.016,0.016,24.578,24.578,24.578,15.061,9.590,9.590
1,cat,2004-09-01,-48.846,-12.076,-2.859,6.416,-18.757,-10.897,-12.662,33.843,33.843,20.729,22.680,0.043,0.043,0.017,0.017,22.680,22.680,22.680,12.662,9.589,9.589
2,cat,2004-09-02,42.907,-15.568,8.048,25.567,-1.587,-8.515,-10.603,15.568,15.568,26.511,25.567,0.051,0.051,0.009,0.009,25.567,25.567,25.567,11.840,9.095,9.095
2,cat,2004-09-03,39.432,-3.392,12.184,23.559,1.548,-4.067,-11.193,5.995,5.995,23.286,26.214,0.050,0.057,0.004,0.004,26.949,26.949,26.949,11.193,8.746,8.746
0,cat,2004-09-07,129.441,39.349,48.511,38.319,13.040,-0.353,-5.939,0.000,0.000,47.051,38.319,0.077,0.084,0.000,0.000,37.998,37.998,37.998,5.939,7.263,7.263
0,cat,2004-09-08,92.010,68.051,34.145,27.645,13.995,0.981,-3.409,31.814,31.814,68.051,27.645,0.055,0.080,0.003,0.003,34.848,34.848,34.848,11.120,7.397,7.397
0,cat,2004-09-09,59.362,49.748,32.616,19.498,6.537,-1.150,-4.088,37.778,37.778,51.804,35.870,0.050,0.075,0.008,0.008,31.421,31.421,31.421,11.740,7.597,7.597
2,cat,2004-09-10,-15.023,56.917,22.215,23.272,5.275,2.455,-5.978,15.023,15.023,49.308,35.629,0.053,0.079,0.005,0.005,31.485,31.485,31.485,10.926,7.378,7.378
0,cat,2004-09-13,33.688,63.314,23.577,29.338,11.203,2.766,-4.289,0.000,0.000,57.055,40.942,0.066,0.091,0.000,0.000,35.025,35.025,35.025,8.590,6.695,6.695
0,cat,2004-09-14,37.843,48.940,22.724,19.555,11.947,2.911,-4.343,31.595,31.595,48.028,36.553,0.062,0.088,0.003,0.003,32.451,32.451,32.451,9.005,6.830,6.830
2,cat,2004-09-15,-19.973,-17.453,10.742,14.970,13.811,-0.734,-4.567,86.229,86.229,31.060,26.184,0.047,0.072,0.017,0.017,25.803,25.803,25.803,11.377,7.569,7.569
3,cat,2004-09-16,-49.149,-7.979,29.873,16.138,14.598,-3.936,-3.285,49.149,49.149,30.570,26.209,0.050,0.075,0.015,0.015,25.855,25.855,25.855,10.723,7.385,7.385
0,cat,2004-09-17,17.609,27.826,39.202,33.876,31.121,-3.787,4.940,0.000,0.000,40.175,33.876,0.068,0.093,0.000,0.000,31.121,31.121,31.121,7.599,6.416,6.416
0,cat,2004-09-20,54.923,17.310,37.409,25.194,26.714,-6.785,4.226,31.530,31.530,31.539,27.978,0.053,0.083,0.003,0.003,29.005,29.005,29.005,8.002,6.549,6.549
0,cat,2004-09-21,66.364,8.118,35.870,29.702,29.780,-3.881,2.182,0.000,0.000,56.263,29.702,0.059,0.089,0.000,0.000,30.119,30.119,30.119,6.868,6.188,6.188
0,cat,2004-09-22,-33.281,-7.924,20.392,15.106,19.179,-4.560,1.042,127.080,127.080,19.022,26.903,0.043,0.058,0.013,0.013,24.984,24.984,24.984,8.855,6.838,6.838
1,cat,2004-09-23,-60.622,-3.349,-10.384,4.264,11.287,-9.135,-1.747,119.874,119.874,0.000,18.319,0.031,0.045,0.024,0.024,20.616,20.616,20.616,10.540,7.403,7.403
1,cat,2004-09-24,-68.562,-1.781,-4.876,7.123,13.935,-9.819,1.843,68.562,68.562,34.900,19.300,0.035,0.049,0.021,0.021,21.094,21.094,21.094,9.819,7.177,7.177
1,cat,2004-09-27,-41.578,-37.222,-5.009,4.885,12.404,-8.016,1.009,62.557,62.557,0.000,15.808,0.030,0.044,0.025,0.025,19.152,19.152,19.152,10.359,7.371,7.371
1,cat,2004-09-28,107.383,22.404,19.973,32.180,18.435,0.391,4.667,0.000,0.000,333.244,32.180,0.064,0.079,0.000,0.000,28.262,28.262,28.262,5.157,5.612,5.612
0,cat,2004-09-29,255.930,91.052,49.807,53.645,36.884,8.189,12.670,0.000,0.000,408.492,57.111,0.109,0.129,0.000,0.000,41.125,41.125,41.125,0.000,3.102,3.102
0,cat,2004-09-30,270.089,112.571,52.056,53.911,36.552,6.344,11.289,6.212,6.212,270.089,53.911,0.108,0.128,0.001,0.001,39.887,39.887,39.887,6.212,3.119,3.119
0,cat,2004-10-01,160.381,136.465,66.421,50.697,43.531,8.864,9.910,0.000,0.000,207.605,50.697,0.101,0.131,0.000,0.000,39.428,39.428,39.428,0.000,2.999,2.999
