class,symbol,datetime,sl3,sl6,sl12,sl20,sl30,sl60,sl90,sbm10,sbm20,sam10,sam20,ram20,ram30,rbm10,rbm20,sam90,sam180,sam360,sbm90,sbm180,sbm360
0,spy,2010-05-14,-55.829,14.019,-38.323,-22.914,-11.064,4.478,0.254,59.641,43.346,47.277,47.277,0.024,0.024,0.054,0.065,11.276,11.276,11.276,43.346,43.346,43.346
1,spy,2010-05-17,-99.333,40.296,-47.645,-24.455,-13.501,4.214,0.235,53.178,40.329,40.296,40.296,0.024,0.024,0.053,0.065,11.194,11.194,11.194,40.329,40.329,40.329
0,spy,2010-05-18,-103.170,-53.949,-44.960,-35.076,-18.593,1.859,-1.742,43.567,45.442,14.638,14.638,0.010,0.010,0.044,0.077,8.910,8.910,8.910,45.442,45.442,45.442
0,spy,2010-05-19,-62.341,-58.563,-59.479,-36.880,-18.587,2.960,-2.725,96.892,45.836,5.617,5.617,0.004,0.004,0.048,0.083,7.919,7.919,7.919,45.836,45.836,45.836
1,spy,2010-05-20,-187.509,-140.627,-70.768,-55.693,-31.517,-4.933,-6.963,140.627,61.658,0.000,0.000,0.000,0.000,0.084,0.117,2.195,2.195,2.195,61.658,61.658,61.658
0,spy,2010-05-21,-97.568,-98.859,-54.999,-52.130,-29.109,-2.349,-4.448,101.441,52.130,145.992,145.992,0.015,0.015,0.071,0.104,4.223,4.223,4.223,52.130,52.130,52.130
0,spy,2010-05-24,-120.795,-90.438,-38.590,-56.201,-33.489,-4.560,-6.698,103.661,56.201,7.904,7.904,0.002,0.002,0.083,0.112,2.354,2.354,2.354,55.121,55.121,55.121
1,spy,2010-05-25,8.679,-89.659,-25.765,-44.987,-33.408,-6.063,-6.874,91.103,59.941,8.679,8.679,0.003,0.003,0.082,0.108,2.463,2.463,2.463,52.205,52.205,52.205
1,spy,2010-05-26,-59.267,-77.550,-64.494,-51.139,-38.562,-7.472,-6.326,87.527,59.617,0.000,0.000,0.000,0.000,0.088,0.113,1.612,1.612,1.612,52.255,52.255,52.255
0,spy,2010-05-27,94.389,-14.913,-36.476,-41.784,-28.939,-2.286,-4.152,45.090,41.784,334.982,334.982,0.033,0.033,0.045,0.084,6.051,6.051,6.051,37.798,37.798,37.798
0,spy,2010-05-28,47.919,28.362,-57.329,-39.727,-27.899,-4.838,-4.410,44.659,48.018,102.641,102.641,0.021,0.021,0.040,0.091,4.268,4.268,4.268,40.850,40.850,40.850
1,spy,2010-06-01,11.197,-24.135,-60.781,-53.261,-34.165,-9.803,-4.148,56.340,53.261,11.197,11.197,0.003,0.003,0.056,0.107,1.986,1.986,1.986,45.089,45.089,45.089
0,spy,2010-06-02,-12.941,40.541,-26.049,-30.591,-29.092,-5.747,1.139,18.416,30.591,73.715,73.715,0.029,0.029,0.018,0.061,5.308,5.308,5.308,34.906,34.906,34.906
0,spy,2010-06-03,40.840,44.673,-23.695,-26.151,-27.488,-5.460,0.951,9.395,38.257,66.063,66.063,0.033,0.033,0.009,0.057,5.690,5.690,5.690,32.545,32.545,32.545
0,spy,2010-06-04,-22.009,-5.443,-41.370,-27.094,-39.112,-11.815,-2.531,71.145,56.567,0.000,0.000,0.000,0.000,0.036,0.091,1.084,1.084,1.084,42.435,42.435,42.435
1,spy,2010-06-07,-146.228,-79.301,-46.752,-25.930,-44.660,-14.379,-4.391,79.301,59.900,0.000,0.000,0.000,0.000,0.048,0.102,0.000,0.000,0.000,44.660,44.660,44.660
1,spy,2010-06-08,-123.144,-41.907,-7.129,-41.064,-40.461,-12.761,-1.996,53.397,51.227,107.120,107.120,0.011,0.011,0.037,0.092,107.120,107.120,107.120,40.227,40.227,40.227
1,spy,2010-06-09,-24.028,-22.939,-23.371,-42.217,-34.971,-13.623,-1.386,53.155,51.086,26.543,26.543,0.005,0.005,0.043,0.097,26.543,26.543,26.543,40.432,40.432,40.432
0,spy,2010-06-10,115.651,-17.825,11.141,-35.334,-28.564,-10.394,0.092,16.151,35.334,115.651,115.651,0.035,0.035,0.015,0.071,115.651,115.651,115.651,31.495,31.495,31.495
1,spy,2010-06-11,95.667,-15.506,14.376,-27.201,-30.835,-10.561,-0.705,9.751,27.201,99.299,99.299,0.040,0.040,0.010,0.054,99.299,99.299,99.299,29.289,29.289,29.289
1,spy,2010-06-14,108.754,41.971,18.195,-19.229,-26.092,-10.723,-0.324,15.484,20.508,76.216,76.216,0.038,0.038,0.011,0.039,76.216,76.216,76.216,28.851,28.851,28.851
0,spy,2010-06-15,87.036,102.853,9.329,-8.556,-23.127,-5.705,5.804,0.000,8.556,102.853,102.853,0.062,0.062,0.000,0.017,102.853,102.853,102.853,22.371,22.371,22.371
0,spy,2010-06-16,69.292,83.474,19.734,-1.957,-15.770,-6.619,5.521,3.572,1.957,87.618,87.618,0.061,0.061,0.000,0.004,87.618,87.618,87.618,21.855,21.855,21.855
0,spy,2010-06-17,80.053,95.710,35.726,1.700,-13.354,-7.481,6.558,0.000,0.000,78.799,78.799,0.063,0.063,0.000,0.000,78.799,78.799,78.799,20.891,20.891,20.891
1,spy,2010-06-18,-8.036,39.395,10.574,19.481,-3.571,-7.289,4.674,36.561,36.561,65.725,65.725,0.059,0.059,0.004,0.004,65.725,65.725,65.725,21.218,21.218,21.218
0,spy,2010-06-21,-16.375,26.289,5.269,10.540,0.449,-7.487,4.569,32.548,32.548,56.119,56.119,0.056,0.056,0.007,0.007,56.119,56.119,56.119,21.345,21.345,21.345
0,spy,2010-06-22,-76.393,0.913,21.454,8.634,-18.911,-10.022,1.480,76.393,76.393,36.880,35.161,0.039,0.039,0.023,0.023,35.161,35.161,35.161,24.508,24.508,24.508
0,spy,2010-06-23,-74.585,-41.220,29.545,6.539,-18.993,-11.493,1.224,64.874,64.874,29.986,29.545,0.035,0.035,0.026,0.026,29.545,29.545,29.545,24.589,24.589,24.589
0,spy,2010-06-24,-119.379,-67.584,6.253,1.166,-28.466,-14.168,-2.349,84.181,84.181,0.000,14.074,0.018,0.018,0.042,0.042,14.074,14.074,14.074,27.473,27.473,27.473
0,spy,2010-06-25,-51.717,-63.462,14.301,-13.046,-23.335,-13.006,-2.408,63.462,63.462,41.892,16.115,0.023,0.023,0.038,0.038,16.115,16.115,16.115,26.009,26.009,26.009
0,spy,2010-06-28,-51.878,-62.651,-12.368,-8.412,-18.614,-14.530,-3.386,58.728,58.728,5.120,12.892,0.019,0.019,0.041,0.041,12.892,12.892,12.892,26.051,26.051,26.051
0,spy,2010-06-29,-99.609,-107.710,-41.560,-15.438,-28.492,-20.419,-6.928,88.394,88.394,0.000,0.000,0.000,0.000,0.071,0.071,0.000,0.000,0.000,31.410,31.410,31.410
0,spy,2010-06-30,-143.692,-96.590,-47.865,-32.222,-27.224,-22.149,-7.937,88.382,88.382,0.000,0.000,0.000,0.000,0.080,0.080,0.000,0.000,0.000,32.471,32.471,32.471
0,spy,2010-07-01,-147.866,-98.721,-68.750,-35.905,-26.843,-21.967,-7.134,83.645,83.645,0.000,0.000,0.000,0.000,0.084,0.084,0.000,0.000,0.000,32.581,32.581,32.581
1,spy,2010-07-02,-64.293,-80.991,-72.645,-21.625,-16.552,-23.252,-8.643,85.295,80.581,0.000,0.000,0.000,0.000,0.085,0.089,0.000,0.000,0.000,32.855,32.855,32.855
1,spy,2010-07-06,-11.303,-77.253,-68.887,-12.418,-19.063,-23.254,-7.831,76.654,68.887,65.558,65.558,0.007,0.007,0.077,0.083,65.558,65.558,65.558,31.098,31.098,31.098
1,spy,2010-07-07,108.667,-22.009,-41.917,-2.392,-4.952,-18.972,-4.646,31.578,41.363,191.292,191.292,0.038,0.038,0.032,0.054,191.292,191.292,191.292,25.272,25.272,25.272
1,spy,2010-07-08,161.775,47.180,-31.789,5.233,-2.040,-17.622,-4.697,18.951,31.721,161.775,161.775,0.049,0.049,0.019,0.044,161.775,161.775,161.775,23.129,23.129,23.129
0,spy,2010-07-09,164.933,76.536,-12.245,-5.451,2.457,-18.195,-4.199,0.000,24.850,140.900,140.900,0.056,0.056,0.000,0.037,140.900,140.900,140.900,21.453,21.453,21.453
1,spy,2010-07-12,60.315,85.474,-9.155,-7.522,-8.216,-18.221,-4.225,0.000,22.907,114.090,114.090,0.057,0.057,0.000,0.037,114.090,114.090,114.090,20.949,20.949,20.949
0,spy,2010-07-13,77.765,121.657,17.377,0.685,0.884,-13.544,-2.940,0.000,13.009,121.657,121.657,0.073,0.073,0.000,0.022,121.657,121.657,121.657,18.136,18.136,18.136
0,spy,2010-07-14,52.180,109.847,13.751,-10.491,6.572,-14.133,-4.474,0.912,12.336,104.138,104.138,0.073,0.073,0.000,0.022,104.138,104.138,104.138,17.826,17.826,17.826
0,spy,2010-07-15,50.912,56.074,16.662,-10.182,-1.964,-15.442,-4.463,0.000,11.546,91.487,91.487,0.073,0.073,0.000,0.022,91.487,91.487,91.487,17.470,17.470,17.470
1,spy,2010-07-16,-91.191,-7.777,19.592,-24.434,-12.194,-19.338,-7.572,275.346,24.434,48.489,48.489,0.044,0.044,0.028,0.049,48.489,48.489,48.489,21.444,21.444,21.444
1,spy,2010-07-19,-71.743,-10.343,32.859,-19.869,1.467,-18.909,-7.422,108.953,19.869,49.804,49.804,0.050,0.050,0.022,0.040,49.804,49.804,49.804,20.204,20.204,20.204
0,spy,2010-07-20,-36.470,6.943,46.386,-13.150,9.448,-18.239,-6.708,36.470,13.150,54.535,55.862,0.061,0.061,0.011,0.026,55.862,55.862,55.862,18.239,18.239,18.239
1,spy,2010-07-21,12.813,-39.364,39.710,-11.408,1.407,-19.613,-8.074,59.491,59.491,9.047,39.710,0.048,0.048,0.024,0.024,39.710,39.710,39.710,19.837,19.837,19.837
1,spy,2010-07-22,67.418,-2.888,53.384,1.053,10.718,-12.689,-5.801,4.012,4.012,65.629,54.644,0.071,0.071,0.002,0.002,54.644,54.644,54.644,16.353,16.353,16.353
1,spy,2010-07-23,59.304,11.093,33.770,13.917,3.848,-12.523,-5.727,0.000,0.000,70.317,57.381,0.080,0.080,0.000,0.000,57.381,57.381,57.381,14.855,14.855,14.855
0,spy,2010-07-26,139.784,76.567,34.217,17.104,5.714,-12.825,-5.257,0.000,0.000,76.567,61.057,0.092,0.092,0.000,0.000,61.057,61.057,61.057,13.148,13.148,13.148
0,spy,2010-07-27,63.646,66.176,27.711,18.692,6.209,-10.184,-5.212,0.896,0.896,65.495,57.180,0.091,0.091,0.000,0.000,57.180,57.180,57.180,12.958,12.958,12.958
0,spy,2010-07-28,12.680,36.105,21.599,31.763,-3.482,-13.184,-4.925,32.718,32.718,48.870,49.672,0.084,0.084,0.007,0.007,49.672,49.672,49.672,13.658,13.658,13.658
0,spy,2010-07-29,-37.947,50.123,4.788,34.247,-4.972,-10.254,-6.004,37.947,37.947,37.815,43.977,0.079,0.079,0.011,0.011,43.977,43.977,43.977,14.115,14.115,14.115
1,spy,2010-07-30,-38.249,12.333,4.712,36.541,-5.559,-9.345,-6.757,28.908,28.908,33.846,41.559,0.079,0.079,0.012,0.012,41.559,41.559,41.559,13.932,13.932,13.932
0,spy,2010-08-02,58.047,35.474,23.401,51.663,3.073,-0.266,-3.880,0.000,0.000,66.429,51.663,0.103,0.103,0.000,0.000,51.663,51.663,51.663,10.768,10.768,10.768
0,spy,2010-08-03,58.331,9.860,43.440,45.446,2.423,1.438,-4.220,47.889,47.889,53.444,45.446,0.091,0.098,0.005,0.005,46.687,46.687,46.687,11.247,11.247,11.247
0,spy,2010-08-04,81.618,21.216,44.117,32.325,10.343,-4.577,-3.441,0.000,0.000,55.104,32.325,0.065,0.105,0.000,0.000,47.901,47.901,47.901,10.221,10.221,10.221
0,spy,2010-08-05,2.660,30.377,33.570,26.549,11.047,-4.288,-4.233,10.623,10.623,30.970,41.453,0.058,0.104,0.001,0.001,45.308,45.308,45.308,10.216,10.216,10.216
0,spy,2010-08-06,5.050,31.734,41.406,20.517,15.422,-7.180,-4.742,25.671,25.671,38.451,35.815,0.054,0.100,0.005,0.005,41.544,41.544,41.544,10.594,10.594,10.594
0,spy,2010-08-09,0.590,41.111,26.874,22.957,15.821,-4.311,-3.808,0.000,0.000,41.111,37.092,0.059,0.106,0.000,0.000,42.231,42.231,42.231,9.785,9.785,9.785
0,spy,2010-08-10,-13.883,-5.617,14.869,12.402,15.035,-2.210,-5.112,53.987,53.987,27.336,31.546,0.054,0.100,0.005,0.005,38.311,38.311,38.311,10.322,10.322,10.322
0,spy,2010-08-11,-91.645,-43.367,-16.882,-1.596,16.281,-6.801,-8.851,163.289,163.289,0.000,13.751,0.025,0.069,0.033,0.033,25.730,25.730,25.730,13.513,13.513,13.513
0,spy,2010-08-12,-128.625,-64.029,-21.814,-4.787,17.471,-5.590,-9.717,128.625,128.625,0.000,9.721,0.018,0.063,0.039,0.039,22.470,22.470,22.470,14.052,14.052,14.052
0,spy,2010-08-13,-120.721,-67.051,-18.948,7.735,18.003,-5.145,-9.434,103.549,103.549,0.000,7.735,0.015,0.060,0.041,0.041,20.615,20.615,20.615,14.209,14.209,14.209
1,spy,2010-08-16,-31.717,-61.245,-15.338,4.520,19.765,1.116,-9.832,83.724,83.724,0.000,6.175,0.011,0.059,0.042,0.042,19.765,19.765,19.765,14.081,14.081,14.081
0,spy,2010-08-17,29.458,-50.152,-5.139,5.116,21.775,0.733,-9.257,50.152,50.152,122.852,12.387,0.024,0.065,0.030,0.030,23.326,23.326,23.326,12.540,12.540,12.540
0,spy,2010-08-18,45.548,-38.411,-21.949,12.702,11.560,3.219,-9.233,40.459,40.459,70.663,12.702,0.025,0.035,0.028,0.028,23.208,23.208,23.208,12.182,12.182,12.182
0,spy,2010-08-19,-11.700,-21.653,-32.228,-7.217,2.240,0.093,-11.081,56.532,56.532,0.000,0.000,0.000,0.011,0.045,0.045,16.842,16.842,16.842,13.946,13.946,13.946
0,spy,2010-08-20,-62.658,-16.877,-40.129,-13.042,-1.328,0.560,-12.524,53.692,53.692,0.000,0.000,0.000,0.008,0.048,0.048,15.339,15.339,15.339,14.124,14.124,14.124
0,spy,2010-08-23,-81.064,-18.312,-42.313,-19.900,-2.808,-5.477,-12.981,51.951,51.951,0.000,0.000,0.000,0.004,0.052,0.052,13.755,13.755,13.755,14.357,14.357,14.357
0,spy,2010-08-24,-72.611,-42.028,-50.865,-26.983,-12.554,-5.852,-12.874,60.954,60.021,0.000,0.000,0.000,0.000,0.061,0.066,9.051,9.051,9.051,15.724,15.724,15.724
0,spy,2010-08-25,-49.288,-55.510,-51.996,-22.061,-11.278,-2.464,-12.863,70.134,51.996,38.852,38.852,0.004,0.004,0.035,0.062,9.891,9.891,9.891,15.149,15.149,15.149
1,spy,2010-08-26,-58.813,-69.223,-53.019,-22.940,-13.524,-7.704,-14.385,69.223,52.830,0.000,0.000,0.000,0.000,0.042,0.069,7.802,7.802,7.802,15.645,15.645,15.645
0,spy,2010-08-27,42.010,-15.758,-18.603,-15.462,0.625,-5.796,-12.708,38.125,38.752,154.899,154.899,0.015,0.015,0.027,0.054,11.692,11.692,11.692,13.947,13.947,13.947
0,spy,2010-08-30,-19.823,-34.409,-25.469,-33.035,-6.152,-2.356,-14.424,51.007,45.314,3.801,3.801,0.001,0.001,0.041,0.068,7.608,7.608,7.608,15.220,15.220,15.220
1,spy,2010-08-31,2.534,-28.162,-23.082,-30.788,-9.741,-0.284,-15.051,45.339,42.482,2.534,2.534,0.001,0.001,0.041,0.068,7.422,7.422,7.422,15.051,15.051,15.051
1,spy,2010-09-01,49.909,46.274,1.539,-19.961,4.327,2.876,-11.802,12.114,23.584,76.737,76.737,0.031,0.031,0.012,0.040,14.584,14.584,14.584,11.802,12.044,12.044
1,spy,2010-09-02,131.675,55.535,-0.912,-14.976,0.030,5.375,-8.450,0.000,17.307,80.585,80.585,0.040,0.040,0.000,0.031,16.543,16.543,16.543,10.709,11.011,11.011
