class,symbol,datetime,sl3,sl6,sl12,sl20,sl30,sl60,sl90,sbm10,sbm20,sam10,sam20,ram20,ram30,rbm10,rbm20,sam90,sam180,sam360,sbm90,sbm180,sbm360
0,spy,2010-06-01,-215.437,-110.455,-55.891,-32.719,-19.549,-6.112,-6.737,56.340,53.261,11.197,11.197,0.003,0.003,0.056,0.107,1.986,1.986,1.986,45.089,45.089,45.089
0,spy,2010-06-02,-132.910,-69.077,-35.774,-20.748,-11.636,-2.029,-3.836,18.416,30.591,73.715,73.715,0.029,0.029,0.018,0.061,5.308,5.308,5.308,34.906,34.906,34.906
0,spy,2010-06-03,-120.729,-62.448,-33.068,-19.230,-10.787,-1.570,-3.224,9.395,38.257,66.063,66.063,0.033,0.033,0.009,0.057,5.690,5.690,5.690,32.545,32.545,32.545
0,spy,2010-06-04,-232.314,-118.012,-61.253,-36.210,-22.362,-7.480,-6.812,71.145,56.567,0.000,0.000,0.000,0.000,0.036,0.091,1.084,1.084,1.084,42.435,42.435,42.435
1,spy,2010-06-07,-270.509,-136.654,-70.730,-41.921,-26.490,-9.571,-7.912,79.301,59.900,0.000,0.000,0.000,0.000,0.048,0.102,0.000,0.000,0.000,44.660,44.660,44.660
1,spy,2010-06-08,-237.895,-119.706,-62.172,-37.083,-23.464,-8.008,-6.636,53.397,51.227,107.120,107.120,0.011,0.011,0.037,0.092,107.120,107.120,107.120,40.227,40.227,40.227
1,spy,2010-06-09,-254.104,-127.333,-65.937,-39.657,-25.347,-8.958,-7.021,53.155,51.086,26.543,26.543,0.005,0.005,0.043,0.097,26.543,26.543,26.543,40.432,40.432,40.432
0,spy,2010-06-10,-163.335,-82.122,-43.082,-26.311,-16.513,-4.477,-3.783,16.151,35.334,115.651,115.651,0.035,0.035,0.015,0.071,115.651,115.651,115.651,31.495,31.495,31.495
0,spy,2010-06-11,-146.888,-74.528,-38.687,-24.208,-15.189,-3.841,-3.152,9.751,27.201,99.299,99.299,0.040,0.040,0.010,0.054,99.299,99.299,99.299,29.289,29.289,29.289
0,spy,2010-06-14,-151.358,-76.820,-39.506,-25.021,-15.887,-4.232,-3.215,15.484,20.508,76.216,76.216,0.038,0.038,0.011,0.039,76.216,76.216,76.216,28.851,28.851,28.851
0,spy,2010-06-15,-79.074,-40.282,-21.117,-14.246,-8.863,-0.676,-0.602,0.000,8.556,102.853,102.853,0.062,0.062,0.000,0.017,102.853,102.853,102.853,22.371,22.371,22.371
0,spy,2010-06-16,-79.972,-40.324,-21.114,-14.461,-9.112,-0.854,-0.407,3.572,1.957,87.618,87.618,0.061,0.061,0.000,0.004,87.618,87.618,87.618,21.855,21.855,21.855
0,spy,2010-06-17,-74.943,-37.470,-19.468,-13.594,-8.680,-0.721,-0.030,0.000,0.000,78.799,78.799,0.063,0.063,0.000,0.000,78.799,78.799,78.799,20.891,20.891,20.891
0,spy,2010-06-18,-87.821,-43.459,-22.334,-15.127,-9.928,-1.454,-0.283,36.561,36.561,65.725,65.725,0.059,0.059,0.004,0.004,65.725,65.725,65.725,21.218,21.218,21.218
0,spy,2010-06-21,-98.851,-47.977,-24.707,-16.291,-10.809,-2.067,-0.439,32.548,32.548,56.119,56.119,0.056,0.056,0.007,0.007,56.119,56.119,56.119,21.345,21.345,21.345
0,spy,2010-06-22,-153.809,-74.809,-37.975,-24.024,-16.183,-4.899,-2.141,76.393,76.393,36.880,35.161,0.039,0.039,0.023,0.023,35.161,35.161,35.161,24.508,24.508,24.508
0,spy,2010-06-23,-164.895,-80.220,-40.253,-25.168,-17.235,-5.513,-2.358,64.874,64.874,29.986,29.545,0.035,0.035,0.026,0.026,29.545,29.545,29.545,24.589,24.589,24.589
0,spy,2010-06-24,-219.084,-107.345,-53.136,-32.794,-22.546,-8.297,-4.104,84.181,84.181,0.000,14.074,0.018,0.018,0.042,0.042,14.074,14.074,14.074,27.473,27.473,27.473
0,spy,2010-06-25,-207.141,-101.570,-49.753,-30.640,-21.373,-7.737,-3.621,63.462,63.462,41.892,16.115,0.023,0.023,0.038,0.038,16.115,16.115,16.115,26.009,26.009,26.009
0,spy,2010-06-28,-217.575,-107.104,-52.238,-31.951,-22.406,-8.354,-3.949,58.728,58.728,5.120,12.892,0.019,0.019,0.041,0.041,12.892,12.892,12.892,26.051,26.051,26.051
0,spy,2010-06-29,-313.477,-156.073,-76.293,-46.212,-32.021,-13.363,-7.259,88.394,88.394,0.000,0.000,0.000,0.000,0.071,0.071,0.000,0.000,0.000,31.410,31.410,31.410
0,spy,2010-06-30,-341.591,-170.952,-83.532,-50.463,-34.909,-14.944,-8.248,88.382,88.382,0.000,0.000,0.000,0.000,0.080,0.080,0.000,0.000,0.000,32.471,32.471,32.471
0,spy,2010-07-01,-354.112,-177.895,-87.095,-52.494,-36.186,-15.742,-8.699,83.645,83.645,0.000,0.000,0.000,0.000,0.084,0.084,0.000,0.000,0.000,32.581,32.581,32.581
1,spy,2010-07-02,-369.185,-185.862,-91.560,-54.884,-37.656,-16.675,-9.245,85.295,80.581,0.000,0.000,0.000,0.000,0.085,0.089,0.000,0.000,0.000,32.855,32.855,32.855
1,spy,2010-07-06,-347.818,-175.868,-87.058,-51.858,-35.579,-15.811,-8.559,76.654,68.887,65.558,65.558,0.007,0.007,0.077,0.083,65.558,65.558,65.558,31.098,31.098,31.098
1,spy,2010-07-07,-251.488,-128.494,-63.849,-37.591,-26.037,-11.189,-5.321,31.578,41.363,191.292,191.292,0.038,0.038,0.032,0.054,191.292,191.292,191.292,25.272,25.272,25.272
0,spy,2010-07-08,-218.706,-112.664,-56.655,-32.946,-22.778,-9.776,-4.287,18.951,31.721,161.775,161.775,0.049,0.049,0.019,0.044,161.775,161.775,161.775,23.129,23.129,23.129
0,spy,2010-07-09,-193.513,-100.048,-51.133,-29.469,-20.297,-8.750,-3.521,0.000,24.850,140.900,140.900,0.056,0.056,0.000,0.037,140.900,140.900,140.900,21.453,21.453,21.453
0,spy,2010-07-12,-189.990,-97.862,-50.772,-29.126,-19.963,-8.797,-3.486,0.000,22.907,114.090,114.090,0.057,0.057,0.000,0.037,114.090,114.090,114.090,20.949,20.949,20.949
0,spy,2010-07-13,-141.101,-73.021,-38.886,-22.050,-15.120,-6.556,-1.891,0.000,13.009,121.657,121.657,0.073,0.073,0.000,0.022,121.657,121.657,121.657,18.136,18.136,18.136
0,spy,2010-07-14,-139.914,-72.181,-38.806,-22.236,-15.016,-6.681,-1.965,0.912,12.336,104.138,104.138,0.073,0.073,0.000,0.022,104.138,104.138,104.138,17.826,17.826,17.826
0,spy,2010-07-15,-137.573,-70.990,-38.372,-22.362,-14.886,-6.765,-1.999,0.000,11.546,91.487,91.487,0.073,0.073,0.000,0.022,91.487,91.487,91.487,17.470,17.470,17.470
1,spy,2010-07-16,-224.748,-114.216,-59.957,-35.738,-23.673,-11.293,-5.073,275.346,24.434,48.489,48.489,0.044,0.044,0.028,0.049,48.489,48.489,48.489,21.444,21.444,21.444
0,spy,2010-07-19,-205.093,-104.323,-54.885,-33.175,-21.810,-10.497,-4.520,108.953,19.869,49.804,49.804,0.050,0.050,0.022,0.040,49.804,49.804,49.804,20.204,20.204,20.204
0,spy,2010-07-20,-169.024,-86.269,-45.663,-28.253,-18.279,-8.897,-3.412,36.470,13.150,54.535,55.862,0.061,0.061,0.011,0.026,55.862,55.862,55.862,18.239,18.239,18.239
1,spy,2010-07-21,-208.397,-106.400,-55.330,-34.549,-22.271,-11.078,-4.892,59.491,59.491,9.047,39.710,0.048,0.048,0.024,0.024,39.710,39.710,39.710,19.837,19.837,19.837
1,spy,2010-07-22,-136.263,-70.911,-37.472,-24.248,-15.281,-7.722,-2.592,4.012,4.012,65.629,54.644,0.071,0.071,0.002,0.002,54.644,54.644,54.644,16.353,16.353,16.353
0,spy,2010-07-23,-106.342,-56.364,-30.185,-20.072,-12.527,-6.428,-1.737,0.000,0.000,70.317,57.381,0.080,0.080,0.000,0.000,57.381,57.381,57.381,14.855,14.855,14.855
0,spy,2010-07-26,-70.537,-38.676,-21.448,-14.979,-9.159,-4.868,-0.700,0.000,0.000,76.567,61.057,0.092,0.092,0.000,0.000,61.057,61.057,61.057,13.148,13.148,13.148
0,spy,2010-07-27,-69.038,-37.610,-21.145,-14.891,-9.209,-4.987,-0.804,0.896,0.896,65.495,57.180,0.091,0.091,0.000,0.000,57.180,57.180,57.180,12.958,12.958,12.958
0,spy,2010-07-28,-88.224,-47.033,-26.016,-17.833,-11.396,-6.126,-1.607,32.718,32.718,48.870,49.672,0.084,0.084,0.007,0.007,49.672,49.672,49.672,13.658,13.658,13.658
0,spy,2010-07-29,-102.203,-53.840,-29.738,-19.871,-13.137,-6.974,-2.218,37.947,37.947,37.815,43.977,0.079,0.079,0.011,0.011,43.977,43.977,43.977,14.115,14.115,14.115
0,spy,2010-07-30,-101.217,-53.247,-29.551,-19.600,-13.350,-7.047,-2.326,28.908,28.908,33.846,41.559,0.079,0.079,0.012,0.012,41.559,41.559,41.559,13.932,13.932,13.932
0,spy,2010-08-02,-26.414,-15.857,-11.045,-8.391,-6.250,-3.473,0.046,0.000,0.000,66.429,51.663,0.103,0.103,0.000,0.000,51.663,51.663,51.663,10.768,10.768,10.768
0,spy,2010-08-03,-40.648,-22.830,-14.522,-10.443,-7.993,-4.232,-0.580,47.889,47.889,53.444,45.446,0.091,0.098,0.005,0.005,46.687,46.687,46.687,11.247,11.247,11.247
0,spy,2010-08-04,-16.484,-11.039,-8.436,-6.938,-5.934,-3.171,0.080,0.000,0.000,55.104,32.325,0.065,0.105,0.000,0.000,47.901,47.901,47.901,10.221,10.221,10.221
0,spy,2010-08-05,-18.551,-11.887,-8.757,-7.236,-6.342,-3.380,-0.115,10.623,10.623,30.970,41.453,0.058,0.104,0.001,0.001,45.308,45.308,45.308,10.216,10.216,10.216
0,spy,2010-08-06,-30.316,-17.830,-11.566,-9.017,-7.643,-4.083,-0.647,25.671,25.671,38.451,35.815,0.054,0.100,0.005,0.005,41.544,41.544,41.544,10.594,10.594,10.594
0,spy,2010-08-09,-11.280,-7.949,-6.725,-6.169,-5.842,-3.283,-0.129,0.000,0.000,41.111,37.092,0.059,0.106,0.000,0.000,42.231,42.231,42.231,9.785,9.785,9.785
0,spy,2010-08-10,-27.718,-16.178,-10.710,-8.706,-7.521,-4.191,-0.809,53.987,53.987,27.336,31.546,0.054,0.100,0.005,0.005,38.311,38.311,38.311,10.322,10.322,10.322
0,spy,2010-08-11,-116.656,-60.564,-32.802,-21.973,-16.326,-8.652,-3.917,163.289,163.289,0.000,13.751,0.025,0.069,0.033,0.033,25.730,25.730,25.730,13.513,13.513,13.513
0,spy,2010-08-12,-135.013,-69.735,-37.322,-24.697,-18.065,-9.634,-4.661,128.625,128.625,0.000,9.721,0.018,0.063,0.039,0.039,22.470,22.470,22.470,14.052,14.052,14.052
0,spy,2010-08-13,-142.784,-73.718,-39.230,-25.831,-18.759,-10.069,-5.061,103.549,103.549,0.000,7.735,0.015,0.060,0.041,0.041,20.615,20.615,20.615,14.209,14.209,14.209
0,spy,2010-08-16,-141.703,-73.632,-39.210,-25.697,-18.673,-10.062,-5.187,83.724,83.724,0.000,6.175,0.011,0.059,0.042,0.042,19.765,19.765,19.765,14.081,14.081,14.081
0,spy,2010-08-17,-99.242,-53.374,-28.931,-19.546,-14.611,-8.064,-3.971,50.152,50.152,122.852,12.387,0.024,0.065,0.030,0.030,23.326,23.326,23.326,12.540,12.540,12.540
0,spy,2010-08-18,-90.021,-49.593,-27.108,-18.346,-13.878,-7.690,-3.864,40.459,40.459,70.663,12.702,0.025,0.035,0.028,0.028,23.208,23.208,23.208,12.182,12.182,12.182
0,spy,2010-08-19,-143.190,-76.453,-40.715,-26.465,-19.292,-10.346,-5.814,56.532,56.532,0.000,0.000,0.000,0.011,0.045,0.045,16.842,16.842,16.842,13.946,13.946,13.946
0,spy,2010-08-20,-150.651,-80.017,-42.953,-27.727,-20.166,-10.772,-6.253,53.692,53.692,0.000,0.000,0.000,0.008,0.048,0.048,15.339,15.339,15.339,14.124,14.124,14.124
0,spy,2010-08-23,-159.758,-84.448,-45.610,-29.261,-21.216,-11.301,-6.751,51.951,51.951,0.000,0.000,0.000,0.004,0.052,0.052,13.755,13.755,13.755,14.357,14.357,14.357
0,spy,2010-08-24,-203.604,-106.341,-56.902,-36.023,-25.768,-13.552,-8.391,60.954,60.021,0.000,0.000,0.000,0.000,0.061,0.066,9.051,9.051,9.051,15.724,15.724,15.724
0,spy,2010-08-25,-187.323,-98.856,-53.553,-33.964,-24.445,-12.893,-8.063,70.134,51.996,38.852,38.852,0.004,0.004,0.035,0.062,9.891,9.891,9.891,15.149,15.149,15.149
1,spy,2010-08-26,-204.381,-107.876,-58.378,-36.862,-26.383,-13.903,-8.835,69.223,52.830,0.000,0.000,0.000,0.000,0.042,0.069,7.802,7.802,7.802,15.645,15.645,15.645
0,spy,2010-08-27,-151.215,-82.080,-45.744,-29.381,-21.453,-11.546,-7.335,38.125,38.752,154.899,154.899,0.015,0.015,0.027,0.054,11.692,11.692,11.692,13.947,13.947,13.947
1,spy,2010-08-30,-193.135,-103.016,-56.387,-36.004,-25.748,-13.780,-8.919,51.007,45.314,3.801,3.801,0.001,0.001,0.041,0.068,7.608,7.608,7.608,15.220,15.220,15.220
1,spy,2010-08-31,-188.634,-101.001,-55.591,-35.758,-25.540,-13.743,-9.005,45.339,42.482,2.534,2.534,0.001,0.001,0.041,0.068,7.422,7.422,7.422,15.051,15.051,15.051
1,spy,2010-09-01,-89.967,-51.785,-31.510,-21.670,-16.120,-9.117,-6.039,12.114,23.584,76.737,76.737,0.031,0.031,0.012,0.040,14.584,14.584,14.584,11.802,12.044,12.044
1,spy,2010-09-02,-55.105,-34.545,-23.308,-16.997,-12.991,-7.626,-5.138,0.000,17.307,80.585,80.585,0.040,0.040,0.000,0.031,16.543,16.543,16.543,10.709,11.011,11.011
0,spy,2010-09-03,-7.309,-11.004,-12.017,-10.479,-8.647,-5.566,-3.821,0.000,9.782,89.645,89.645,0.054,0.054,0.000,0.019,19.325,19.325,19.325,9.269,9.640,9.640
2,spy,2010-09-07,-40.353,-27.340,-20.428,-15.791,-12.125,-7.369,-5.102,112.724,14.824,59.869,59.869,0.042,0.042,0.011,0.030,16.177,16.177,16.177,10.315,10.629,10.629
1,spy,2010-09-08,-13.288,-13.477,-13.645,-12.138,-9.711,-6.261,-4.426,21.643,8.765,61.532,61.532,0.049,0.049,0.004,0.018,17.464,17.464,17.464,9.280,9.851,9.851
1,spy,2010-09-09,4.956,-3.204,-8.798,-9.492,-8.038,-5.568,-3.997,0.000,0.000,60.080,60.080,0.054,0.054,0.000,0.000,18.154,18.154,18.154,8.706,9.313,9.313
2,spy,2010-09-10,25.382,7.455,-3.410,-6.520,-6.236,-4.841,-3.501,0.000,0.000,59.394,59.394,0.059,0.059,0.000,0.000,18.917,18.917,18.917,5.711,8.743,8.743
2,spy,2010-09-13,66.209,28.087,6.955,-0.520,-2.382,-3.120,-2.334,0.000,0.000,87.955,64.707,0.071,0.071,0.000,0.000,21.007,21.007,21.007,4.738,7.615,7.615
2,spy,2010-09-14,67.175,28.511,7.637,-0.320,-2.443,-3.285,-2.422,6.210,6.210,77.443,58.760,0.071,0.071,0.001,0.001,20.450,20.450,20.450,4.752,7.596,7.596
2,spy,2010-09-15,82.706,36.794,12.047,2.043,-1.004,-2.750,-1.992,0.000,0.000,73.782,57.383,0.075,0.075,0.000,0.000,20.874,20.874,20.874,4.277,7.167,7.167
2,spy,2010-09-16,83.468,38.081,13.026,2.389,-0.952,-2.851,-2.037,2.653,2.653,42.320,53.081,0.074,0.074,0.000,0.000,20.416,20.416,20.416,4.257,7.120,7.120
1,spy,2010-09-17,67.814,31.173,10.170,0.422,-2.448,-3.693,-2.600,26.088,26.088,27.587,45.994,0.069,0.069,0.005,0.005,18.997,18.997,18.997,4.745,7.501,7.501
0,spy,2010-09-20,120.013,58.421,24.226,8.740,2.784,-1.185,-0.967,0.000,0.000,46.313,53.336,0.085,0.085,0.000,0.000,21.762,21.762,21.762,3.065,6.057,6.057
0,spy,2010-09-21,114.286,55.788,23.516,8.369,2.250,-1.486,-1.234,20.138,20.138,39.584,48.912,0.083,0.083,0.002,0.002,20.957,20.957,20.957,1.925,6.181,6.181
0,spy,2010-09-22,98.804,47.966,20.049,6.620,0.774,-2.253,-1.792,34.585,34.585,27.262,43.239,0.078,0.078,0.007,0.007,19.604,19.604,19.604,34.585,6.560,6.560
1,spy,2010-09-23,72.049,34.154,14.028,3.189,-1.670,-3.522,-2.684,49.908,49.908,14.245,36.361,0.069,0.069,0.015,0.015,17.681,17.681,17.681,49.908,7.210,7.210
0,spy,2010-09-24,143.272,69.847,32.386,14.302,5.510,-0.050,-0.457,0.000,0.000,29.961,45.567,0.091,0.091,0.000,0.000,21.290,21.290,21.290,0.000,5.363,5.363
1,spy,2010-09-27,126.930,62.262,29.019,12.566,4.232,-0.724,-0.968,47.901,47.901,26.373,47.268,0.085,0.086,0.005,0.005,20.017,20.017,20.017,47.901,5.731,5.731
0,spy,2010-09-28,139.340,68.868,32.684,15.092,5.760,-0.021,-0.526,6.532,6.532,27.685,46.779,0.089,0.090,0.001,0.001,20.336,20.336,20.336,6.532,5.378,5.378
0,spy,2010-09-29,133.396,66.337,31.596,15.010,5.476,-0.209,-0.668,10.161,10.161,22.002,43.491,0.087,0.088,0.003,0.003,19.682,19.682,19.682,10.161,5.478,5.478
1,spy,2010-09-30,122.324,61.345,29.350,14.175,4.792,-0.625,-0.937,15.024,15.024,16.199,26.139,0.052,0.085,0.006,0.006,18.828,18.828,18.828,15.024,5.680,5.680
0,spy,2010-10-01,135.055,68.762,33.027,16.951,6.568,0.150,-0.396,3.658,3.658,18.846,23.477,0.047,0.089,0.002,0.002,19.274,19.274,19.274,3.658,5.278,5.278
1,spy,2010-10-04,107.110,55.795,26.832,13.519,4.460,-1.025,-1.169,15.532,15.532,15.873,19.730,0.037,0.081,0.009,0.009,17.658,17.658,17.658,15.532,5.856,5.856
2,spy,2010-10-05,174.109,90.078,44.521,24.415,11.705,2.387,1.091,0.000,0.000,39.333,29.186,0.058,0.103,0.000,0.000,20.834,20.834,20.834,0.000,4.155,4.155
2,spy,2010-10-06,171.247,89.014,44.726,24.905,12.185,2.417,1.122,0.862,0.862,34.864,25.451,0.051,0.103,0.000,0.000,20.503,20.503,20.503,0.862,4.126,4.126
2,spy,2010-10-07,165.124,85.918,43.918,24.747,12.235,2.283,1.033,6.463,6.463,30.133,22.404,0.045,0.101,0.001,0.001,19.993,19.993,19.993,6.463,4.190,4.190
2,spy,2010-10-08,182.793,94.611,48.917,28.084,14.671,3.304,1.677,0.000,0.000,61.319,22.695,0.045,0.107,0.000,0.000,20.634,20.634,20.634,0.000,3.698,3.698
2,spy,2010-10-11,184.127,94.987,49.826,28.841,15.494,3.560,1.777,0.000,0.000,50.989,23.113,0.037,0.108,0.000,0.000,20.491,20.491,20.491,0.000,3.590,3.590
2,spy,2010-10-12,192.650,99.467,52.580,30.672,17.069,4.213,2.138,0.000,0.000,47.766,23.636,0.040,0.111,0.000,0.000,20.702,20.702,20.702,0.000,3.311,3.311
0,spy,2010-10-13,217.747,112.214,59.270,34.829,20.355,5.658,3.046,0.000,0.000,52.370,26.817,0.048,0.120,0.000,0.000,21.664,21.664,21.664,0.000,2.661,2.661
0,spy,2010-10-14,201.797,104.276,55.326,32.932,19.452,5.101,2.638,39.009,39.009,40.769,23.254,0.044,0.083,0.004,0.004,20.738,20.738,20.738,39.009,2.951,2.951
0,spy,2010-10-15,206.172,106.721,56.645,34.248,20.592,5.546,2.887,9.328,9.328,38.584,23.158,0.046,0.075,0.002,0.002,20.776,20.776,20.776,9.328,2.766,2.766
0,spy,2010-10-18,219.718,114.294,60.454,37.052,22.647,6.496,3.447,0.000,0.000,39.824,30.222,0.051,0.079,0.000,0.000,21.262,21.262,21.262,0.000,2.356,2.356
1,spy,2010-10-19,169.236,89.913,48.098,30.166,18.356,4.323,1.955,131.045,131.045,9.060,20.889,0.038,0.065,0.013,0.013,18.956,18.956,18.956,131.045,3.363,3.363
1,spy,2010-10-20,199.884,105.642,56.224,35.391,22.153,6.077,3.052,17.332,17.332,18.984,25.123,0.048,0.068,0.003,0.003,20.175,20.175,20.175,17.332,2.588,2.588
1,spy,2010-10-21,204.358,107.606,57.691,36.618,23.260,6.554,3.269,4.227,4.227,19.329,25.022,0.050,0.065,0.001,0.001,20.243,20.243,20.243,4.227,2.398,2.398
2,spy,2010-10-22,208.083,108.922,58.847,37.635,24.191,6.961,3.421,0.000,0.000,15.531,28.885,0.040,0.062,0.000,0.000,20.259,20.259,20.259,0.000,2.237,2.237
0,spy,2010-10-25,215.965,112.382,60.894,39.104,25.423,7.588,3.704,0.000,0.000,17.574,29.011,0.044,0.055,0.000,0.000,20.436,20.436,20.436,0.000,1.995,1.995
0,spy,2010-10-26,214.091,111.014,60.460,38.915,25.618,7.694,3.679,0.000,0.000,34.096,27.308,0.044,0.055,0.000,0.000,20.205,20.205,20.205,0.000,1.966,1.966
2,spy,2010-10-27,201.780,104.490,57.371,37.072,24.610,7.286,3.289,28.639,28.639,23.559,23.943,0.041,0.052,0.003,0.003,19.545,19.545,19.545,28.639,2.166,2.166
2,spy,2010-10-28,199.765,103.497,56.806,36.816,24.798,7.389,3.268,13.477,13.477,20.438,22.711,0.041,0.053,0.003,0.003,19.331,19.331,19.331,13.477,2.137,2.137
3,spy,2010-10-29,200.092,103.609,56.506,36.832,25.222,7.600,3.333,6.458,6.458,18.847,21.932,0.042,0.053,0.002,0.002,19.204,19.204,19.204,6.458,2.065,2.065
3,spy,2010-11-01,199.420,103.130,55.811,36.723,25.458,7.749,3.383,4.001,4.001,17.134,21.011,0.042,0.054,0.002,0.002,19.022,19.022,19.022,4.001,2.025,2.025
0,spy,2010-11-02,224.888,115.847,61.961,40.679,28.407,9.207,4.313,0.000,0.000,23.473,17.162,0.031,0.062,0.000,0.000,19.880,19.880,19.880,0.000,1.434,1.434
0,spy,2010-11-03,236.104,121.815,64.716,42.545,29.893,10.005,4.809,0.000,0.000,17.647,18.439,0.035,0.066,0.000,0.000,20.195,20.195,20.195,0.000,1.131,1.131
0,spy,2010-11-04,300.908,155.296,81.271,52.628,36.920,13.552,7.087,0.000,0.000,34.962,27.483,0.055,0.087,0.000,0.000,22.561,22.561,22.561,0.000,0.000,0.000
0,spy,2010-11-05,310.491,160.842,84.042,54.344,38.325,14.412,7.609,0.000,0.000,36.924,26.515,0.053,0.079,0.000,0.000,22.816,22.816,22.816,0.000,0.000,0.000
0,spy,2010-11-08,299.455,155.844,81.685,52.977,37.545,14.257,7.475,18.742,18.742,43.398,25.032,0.050,0.077,0.002,0.002,22.307,22.307,22.307,18.742,18.742,18.742
0,spy,2010-11-09,268.083,140.793,74.559,48.563,34.689,13.141,6.710,45.225,45.225,30.317,27.871,0.042,0.069,0.009,0.009,21.102,21.102,21.102,45.225,45.225,45.225
0,spy,2010-11-10,276.167,146.041,77.543,50.170,35.966,14.030,7.257,16.841,16.841,31.424,28.752,0.046,0.073,0.005,0.005,20.771,21.397,21.397,16.841,16.841,16.841
0,spy,2010-11-11,255.778,137.123,73.507,47.485,34.338,13.521,6.867,22.001,22.001,27.365,24.743,0.042,0.069,0.009,0.009,28.879,20.676,20.676,22.001,22.001,22.001
0,spy,2010-11-12,206.490,113.163,62.298,40.459,29.720,11.573,5.524,41.069,41.069,14.432,16.515,0.030,0.057,0.021,0.021,25.865,18.938,18.938,41.069,41.069,41.069
0,spy,2010-11-15,195.321,107.487,60.392,39.189,29.010,11.555,5.413,36.533,36.533,12.655,14.879,0.028,0.055,0.022,0.022,25.115,18.560,18.560,36.533,36.533,36.533
1,spy,2010-11-16,135.051,76.548,45.710,30.360,23.167,9.004,3.650,53.082,53.082,0.000,6.125,0.012,0.020,0.037,0.037,21.557,16.438,16.438,53.082,53.082,53.082
1,spy,2010-11-17,132.042,74.090,45.204,30.242,23.147,9.353,3.739,45.836,45.836,5.078,1.485,0.003,0.020,0.037,0.037,21.283,16.328,16.328,45.836,45.836,45.836
0,spy,2010-11-18,178.558,96.632,57.135,37.671,28.155,12.185,5.477,24.989,24.989,76.168,7.746,0.015,0.035,0.022,0.022,23.725,17.915,17.915,24.989,24.989,24.989
0,spy,2010-11-19,184.357,98.787,58.552,38.823,28.912,12.934,5.849,19.801,19.801,60.088,60.088,0.018,0.032,0.020,0.020,23.853,18.062,18.062,19.801,19.801,19.801
0,spy,2010-11-22,178.482,94.894,56.508,37.977,28.396,13.040,5.817,18.777,18.742,42.950,42.950,0.017,0.030,0.019,0.021,23.306,17.781,17.781,18.742,18.742,18.742
1,spy,2010-11-23,124.169,67.176,42.066,29.835,22.873,10.691,4.210,33.215,28.996,4.908,4.908,0.002,0.015,0.030,0.035,20.263,15.900,15.900,28.996,28.996,28.996
0,spy,2010-11-24,171.745,90.862,53.322,37.379,27.739,13.597,5.993,15.561,15.796,28.774,28.774,0.017,0.030,0.016,0.021,22.581,17.438,17.438,15.796,15.796,15.796
1,spy,2010-11-26,127.210,68.934,41.315,30.740,23.135,11.738,4.707,23.348,22.816,7.738,7.738,0.005,0.018,0.023,0.032,20.149,15.924,15.924,22.816,22.816,22.816
