class,symbol,datetime,sl3,sl6,sl12,sl20,sl30,sl60,sl90,sbm10,sbm20,sam10,sam20,ram20,ram30,rbm10,rbm20,sam90,sam180,sam360,sbm90,sbm180,sbm360
0,slv,2007-02-16,24.153,18.426,23.737,42.965,35.003,17.824,11.883,43.147,43.147,38.008,42.965,0.086,0.142,0.009,0.009,48.885,48.885,48.885,43.147,43.147,43.147
1,slv,2007-02-20,-55.151,-1.932,11.332,35.576,44.216,16.351,10.901,55.151,55.151,26.194,35.576,0.071,0.133,0.017,0.017,44.216,44.216,44.216,55.151,55.151,55.151
0,slv,2007-02-21,55.428,72.208,49.283,35.286,53.637,21.580,14.387,0.000,0.000,48.650,50.274,0.080,0.161,0.000,0.000,53.229,53.229,53.229,0.000,0.000,0.000
1,slv,2007-02-22,68.101,46.374,46.324,37.107,47.217,21.593,14.395,0.000,0.000,43.859,47.362,0.081,0.154,0.000,0.000,51.591,51.591,51.591,0.000,0.000,0.000
0,slv,2007-02-23,178.390,60.144,56.209,48.268,58.057,26.145,17.430,0.000,0.000,85.785,59.246,0.107,0.182,0.000,0.000,58.565,58.565,58.565,0.000,0.000,0.000
0,slv,2007-02-26,121.028,89.235,68.070,50.318,65.338,28.415,18.943,0.000,0.000,90.229,62.983,0.120,0.196,0.000,0.000,60.974,60.974,60.974,0.000,0.000,0.000
0,slv,2007-02-27,-34.309,16.546,17.577,34.697,32.838,19.655,13.104,449.011,449.011,32.659,34.697,0.069,0.119,0.045,0.045,43.743,43.743,43.743,449.011,449.011,449.011
0,slv,2007-02-28,-92.465,40.488,19.255,29.899,42.072,20.797,13.865,195.252,195.252,40.488,29.899,0.060,0.126,0.039,0.039,44.490,44.490,44.490,195.252,195.252,195.252
0,slv,2007-03-01,-262.830,-75.672,-3.371,0.888,21.015,13.033,8.689,262.830,262.830,0.000,6.140,0.011,0.074,0.079,0.079,30.301,30.301,30.301,262.830,262.830,262.830
0,slv,2007-03-02,-275.661,-153.566,-55.733,-26.718,7.300,4.247,2.831,309.715,309.715,0.000,0.000,0.000,0.022,0.124,0.124,15.195,15.195,15.195,309.715,309.715,309.715
1,slv,2007-03-05,-371.917,-227.033,-87.541,-31.474,-6.562,-0.119,-0.080,292.537,292.537,0.000,0.000,0.000,0.000,0.146,0.146,7.877,7.877,7.877,292.537,292.537,292.537
0,slv,2007-03-06,-158.543,-204.436,-63.073,-20.167,0.570,4.486,2.991,204.436,204.436,276.516,276.516,0.028,0.028,0.123,0.123,14.805,14.805,14.805,204.436,204.436,204.436
0,slv,2007-03-07,5.694,-135.219,-60.008,-26.084,-8.781,4.539,3.026,174.842,174.842,139.852,139.852,0.028,0.028,0.122,0.122,14.524,14.524,14.524,174.842,174.842,174.842
0,slv,2007-03-08,97.219,-142.773,-52.876,-24.799,-7.320,4.738,3.159,151.711,151.711,97.219,97.219,0.029,0.029,0.121,0.121,14.471,14.471,14.471,151.711,151.711,151.711
0,slv,2007-03-09,-10.598,-84.318,-78.081,-32.511,-9.913,3.942,2.628,139.390,139.390,60.961,60.961,0.024,0.024,0.125,0.125,12.989,12.989,12.989,139.390,139.390,139.390
0,slv,2007-03-12,11.886,8.801,-72.788,-31.146,-10.208,5.149,3.433,119.260,119.260,63.272,63.272,0.032,0.032,0.119,0.119,14.392,14.392,14.392,119.260,119.260,119.260
0,slv,2007-03-13,-58.072,18.727,-105.429,-33.284,-11.121,1.752,1.168,112.881,124.251,18.727,18.727,0.011,0.011,0.102,0.137,9.400,9.400,9.400,124.251,124.251,124.251
1,slv,2007-03-14,-14.002,-12.278,-107.604,-36.229,-13.180,3.225,2.150,93.735,107.604,28.688,28.688,0.020,0.020,0.094,0.129,11.178,11.178,11.178,107.604,107.604,107.604
1,slv,2007-03-15,-3.862,4.005,-65.769,-38.903,-14.427,4.950,3.300,44.978,92.523,38.051,38.051,0.030,0.030,0.045,0.120,13.212,13.212,13.212,92.523,92.523,92.523
0,slv,2007-03-16,105.595,22.842,-60.944,-30.820,-12.569,7.087,4.725,0.000,78.091,48.078,48.078,0.043,0.043,0.000,0.109,15.691,15.691,15.691,78.091,78.091,78.091
1,slv,2007-03-19,78.640,32.154,-26.896,-28.703,-7.193,7.233,4.822,0.000,72.386,44.147,44.147,0.044,0.044,0.000,0.109,15.555,15.555,15.555,72.386,72.386,72.386
0,slv,2007-03-20,84.036,40.038,24.525,-19.326,-4.490,9.277,6.185,0.000,61.314,89.362,51.290,0.056,0.056,0.000,0.098,17.774,17.774,17.774,61.314,61.314,61.314
0,slv,2007-03-21,58.051,82.742,51.199,-30.457,-7.103,10.113,6.742,0.000,55.186,82.742,51.199,0.061,0.061,0.000,0.094,18.440,18.440,18.440,55.186,55.186,55.186
0,slv,2007-03-22,72.757,76.557,31.857,-28.058,-4.906,11.029,7.353,0.000,49.512,78.690,51.490,0.067,0.067,0.000,0.089,19.175,19.175,19.175,49.512,49.512,49.512
1,slv,2007-03-23,-33.944,24.618,14.341,-48.389,-15.201,7.485,4.990,199.418,56.466,42.553,32.615,0.046,0.046,0.020,0.107,14.676,14.676,14.676,56.466,56.466,56.466
0,slv,2007-03-26,3.003,30.553,26.907,-46.500,-11.444,10.272,6.848,21.286,46.500,56.212,41.597,0.062,0.062,0.004,0.093,17.598,17.598,17.598,46.500,46.500,46.500
1,slv,2007-03-27,-50.539,10.557,21.457,-30.380,-10.028,8.335,5.556,50.539,34.988,39.086,31.726,0.051,0.051,0.015,0.066,15.098,15.098,15.098,49.015,49.015,49.015
0,slv,2007-03-28,52.330,8.926,24.589,-28.212,-11.424,10.219,6.813,11.390,28.212,41.169,36.516,0.062,0.062,0.005,0.056,16.911,16.911,16.911,42.396,42.396,42.396
0,slv,2007-03-29,-19.502,-8.258,37.037,-10.561,-18.257,9.237,6.158,20.166,10.561,24.979,31.211,0.056,0.056,0.010,0.021,15.548,15.548,15.548,42.742,42.742,42.742
0,slv,2007-03-30,41.964,-4.606,35.870,18.403,-14.335,10.538,7.025,4.606,4.606,19.859,33.679,0.064,0.064,0.003,0.003,16.668,16.668,16.668,38.183,38.183,38.183
1,slv,2007-04-02,-21.509,15.242,20.042,27.612,-15.802,8.771,6.052,15.685,15.685,10.608,27.612,0.055,0.055,0.011,0.011,14.854,14.854,14.854,39.649,39.649,39.649
1,slv,2007-04-03,21.126,0.750,15.658,17.137,-10.926,15.921,6.901,4.761,4.761,23.516,34.043,0.051,0.063,0.004,0.004,15.921,15.921,15.921,35.612,35.612,35.612
1,slv,2007-04-04,55.672,49.168,30.019,26.163,-14.312,18.511,8.998,0.000,0.000,43.153,43.587,0.070,0.082,0.000,0.000,18.851,18.851,18.851,28.321,28.321,28.321
1,slv,2007-04-05,105.221,41.517,25.333,28.842,-12.337,16.566,9.750,0.000,0.000,45.555,44.964,0.076,0.089,0.000,0.000,19.673,19.673,19.673,25.245,25.245,25.245
1,slv,2007-04-09,90.468,56.084,23.774,32.867,-18.998,17.875,10.104,0.000,0.000,44.048,44.217,0.080,0.092,0.000,0.000,19.882,19.882,19.882,23.436,23.436,23.436
0,slv,2007-04-10,67.035,61.913,28.568,34.837,-19.298,21.128,11.414,0.000,0.000,55.783,48.028,0.091,0.104,0.000,0.000,21.471,21.471,21.471,19.298,19.298,19.298
0,slv,2007-04-11,27.819,66.959,41.406,42.711,-6.292,12.963,10.759,53.437,53.437,44.593,42.711,0.085,0.098,0.005,0.005,20.205,20.205,20.205,20.300,20.300,20.300
1,slv,2007-04-12,27.007,59.104,29.941,39.450,-7.410,16.863,11.086,13.359,13.359,61.385,39.450,0.079,0.101,0.003,0.003,20.360,20.360,20.360,18.879,18.879,18.879
0,slv,2007-04-13,34.181,50.952,50.811,40.948,11.078,16.396,12.670,0.000,0.000,70.609,40.948,0.082,0.115,0.000,0.000,22.250,22.250,22.250,14.617,14.617,14.617
0,slv,2007-04-16,49.852,39.043,40.766,33.914,28.524,18.225,12.582,7.148,7.148,61.924,33.914,0.068,0.114,0.001,0.001,21.802,21.802,21.802,14.387,14.387,14.387
0,slv,2007-04-17,6.517,16.788,36.719,28.047,34.239,13.502,11.325,54.324,54.324,45.008,28.047,0.056,0.103,0.011,0.011,19.796,19.796,19.796,16.736,16.736,16.736
0,slv,2007-04-18,-26.209,3.851,32.954,23.497,25.434,13.024,11.697,26.209,26.209,40.636,33.980,0.058,0.094,0.008,0.008,20.006,20.006,20.006,15.477,15.477,15.477
1,slv,2007-04-19,-100.381,-26.015,19.949,8.971,17.028,3.900,8.857,77.019,77.019,0.000,18.502,0.033,0.068,0.031,0.031,16.011,16.011,16.011,20.961,20.961,20.961
0,slv,2007-04-20,7.949,7.241,33.301,18.000,24.674,8.406,11.617,17.012,17.012,230.106,30.042,0.057,0.093,0.009,0.009,19.347,19.347,19.347,14.824,14.824,14.824
0,slv,2007-04-23,12.008,-7.148,21.793,30.788,27.875,8.567,12.139,7.148,7.148,136.810,30.788,0.062,0.098,0.004,0.004,19.746,19.746,19.746,13.414,13.414,13.414
0,slv,2007-04-24,37.122,-32.189,3.050,14.176,19.671,4.430,10.193,28.592,28.592,37.122,20.915,0.040,0.080,0.020,0.020,17.038,17.038,17.038,16.821,16.821,16.821
0,slv,2007-04-25,-30.039,-11.081,2.798,21.235,27.738,7.846,10.511,21.801,21.801,34.479,21.235,0.042,0.083,0.017,0.017,17.205,17.205,17.205,15.813,15.813,15.813
1,slv,2007-04-26,-160.325,-74.448,-35.384,-2.551,11.952,-0.850,6.211,57.978,57.978,0.000,0.800,0.001,0.036,0.052,0.052,11.726,11.726,11.726,23.309,23.309,23.309
0,slv,2007-04-27,-53.732,-8.604,-17.243,8.865,14.384,-0.333,8.237,35.811,35.811,172.700,10.363,0.019,0.043,0.036,0.036,14.016,14.016,14.016,19.144,19.144,19.144
0,slv,2007-04-30,-99.665,-64.403,-28.721,-0.637,6.187,-3.308,6.875,46.137,42.563,28.280,3.696,0.007,0.019,0.046,0.047,12.215,12.215,12.215,21.090,21.090,21.090
0,slv,2007-05-01,-18.100,-88.777,-47.772,-2.039,2.162,-2.539,5.574,88.777,47.772,0.000,0.000,0.000,0.006,0.053,0.057,10.532,10.532,10.532,22.844,22.844,22.844
1,slv,2007-05-02,-78.830,-65.646,-48.283,-6.298,-2.188,-3.324,5.415,77.941,45.087,0.000,0.000,0.000,0.004,0.055,0.059,10.216,10.216,10.216,22.613,22.613,22.613
1,slv,2007-05-03,-4.499,-52.015,-31.375,-9.503,-0.075,-3.588,6.716,55.007,34.361,111.618,111.618,0.011,0.015,0.044,0.048,11.580,11.580,11.580,20.004,20.004,20.004
0,slv,2007-05-04,49.287,15.460,-29.839,-10.139,-0.149,-2.527,7.299,43.631,28.925,80.866,80.866,0.016,0.020,0.039,0.043,12.100,12.100,12.100,18.652,18.652,18.652
0,slv,2007-05-07,72.387,-4.077,-6.330,-8.905,8.484,-3.552,7.945,34.027,23.856,72.387,72.387,0.022,0.025,0.034,0.038,12.677,12.677,12.677,17.258,17.258,17.258
0,slv,2007-05-08,20.775,8.124,-28.296,-16.176,1.700,-4.901,7.450,27.968,24.808,43.660,43.660,0.017,0.017,0.025,0.042,11.978,11.978,11.978,17.675,17.675,17.675
0,slv,2007-05-09,-14.695,17.187,-36.253,-16.335,3.489,-3.322,6.777,30.700,26.447,23.387,23.387,0.012,0.012,0.031,0.048,11.103,11.103,11.103,18.342,18.342,18.342
1,slv,2007-05-10,-124.604,-27.461,-46.013,-31.062,-9.379,-10.241,3.495,44.151,39.013,0.000,0.000,0.000,0.000,0.040,0.074,7.430,7.430,7.430,22.843,22.843,22.843
0,slv,2007-05-11,-62.935,-21.276,-36.314,-30.129,-2.691,-10.400,5.211,25.354,30.129,149.772,149.772,0.015,0.015,0.025,0.060,9.177,9.177,9.177,19.922,19.922,19.922
0,slv,2007-05-14,-68.548,-41.471,-13.198,-33.262,-7.539,-10.775,4.353,60.345,33.262,37.443,37.443,0.007,0.007,0.030,0.067,8.167,8.167,8.167,20.775,20.775,20.775
0,slv,2007-05-15,43.748,-41.246,-22.611,-25.835,-2.996,-9.328,4.796,41.246,36.208,43.748,43.748,0.013,0.013,0.025,0.058,8.749,8.749,8.749,19.494,19.494,19.494
0,slv,2007-05-16,-72.767,-67.164,-29.684,-36.744,-11.946,-11.240,6.251,63.275,45.184,0.000,0.000,0.000,0.000,0.044,0.077,6.251,6.251,6.251,22.341,22.341,22.341
1,slv,2007-05-17,-71.520,-69.298,-26.413,-29.095,-19.767,-16.615,5.020,63.726,46.263,0.000,0.000,0.000,0.000,0.051,0.083,5.020,5.370,5.370,23.023,23.023,23.023
0,slv,2007-05-18,-55.627,-6.305,-16.831,-34.857,-18.448,-15.051,4.283,45.581,38.765,104.933,104.933,0.010,0.010,0.041,0.074,5.677,6.508,6.508,21.055,21.055,21.055
0,slv,2007-05-21,36.029,-18.762,-19.899,-33.417,-17.056,-17.541,5.622,33.963,33.417,89.663,89.663,0.018,0.018,0.034,0.067,6.482,7.277,7.277,19.602,19.602,19.602
0,slv,2007-05-22,31.323,-20.434,-30.698,-29.905,-23.060,-20.512,5.424,38.060,32.775,31.323,31.323,0.009,0.009,0.038,0.062,5.424,6.248,6.248,20.512,20.512,20.512
0,slv,2007-05-23,12.141,-21.845,-31.275,-28.918,-19.917,-12.916,1.487,27.995,28.918,35.435,35.435,0.014,0.014,0.028,0.058,3.664,6.709,6.709,19.495,19.495,19.495
1,slv,2007-05-24,-59.235,-11.923,-39.303,-18.552,-25.173,-16.012,2.002,32.031,28.132,0.000,0.000,0.000,0.000,0.029,0.053,2.002,5.074,5.074,21.189,21.189,21.189
1,slv,2007-05-25,-2.586,14.357,-27.769,-22.574,-26.447,-8.124,1.247,20.309,22.574,87.720,87.720,0.009,0.009,0.020,0.045,4.548,5.970,5.970,19.643,19.643,19.643
0,slv,2007-05-29,37.320,24.798,9.200,-8.961,-21.078,2.821,4.356,2.286,17.836,128.446,128.446,0.026,0.026,0.002,0.027,7.388,7.719,7.719,17.040,17.040,17.040
1,slv,2007-05-30,86.936,13.078,-2.916,-3.298,-17.753,7.331,2.604,1.676,16.489,86.936,86.936,0.026,0.026,0.002,0.026,7.331,7.683,7.683,16.725,16.725,16.725
1,slv,2007-05-31,130.176,63.745,21.264,8.087,-11.936,6.294,4.393,0.000,3.191,120.418,120.418,0.048,0.048,0.000,0.005,10.895,9.922,9.922,13.565,13.565,13.565
0,slv,2007-06-01,137.701,88.281,32.640,12.015,1.918,9.522,3.254,0.000,0.000,136.122,136.122,0.068,0.068,0.000,0.000,13.984,11.889,11.889,10.784,10.784,10.784
0,slv,2007-06-04,139.175,114.871,51.063,9.901,-5.359,9.459,3.728,0.000,0.000,114.871,114.871,0.069,0.069,0.000,0.000,13.901,11.861,11.861,10.515,10.515,10.515
0,slv,2007-06-05,78.956,106.108,60.689,9.067,-5.504,10.956,3.782,0.000,0.000,104.279,104.279,0.073,0.073,0.000,0.000,14.331,12.161,12.161,9.850,9.850,9.850
0,slv,2007-06-06,0.244,68.978,47.401,8.881,-1.751,8.909,2.355,45.256,45.256,85.174,85.174,0.068,0.068,0.005,0.005,13.351,11.554,11.554,10.312,10.312,10.312
0,slv,2007-06-07,-69.607,33.331,23.335,1.464,-9.288,8.839,1.989,122.993,122.993,51.779,51.779,0.047,0.047,0.025,0.025,9.828,9.293,9.293,12.801,12.801,12.801
1,slv,2007-06-08,-163.017,-43.961,9.051,2.972,-5.782,2.982,-2.484,163.017,163.017,20.520,20.520,0.021,0.021,0.049,0.049,5.721,6.625,6.625,15.770,15.770,15.770
0,slv,2007-06-11,-118.297,-59.031,13.062,0.266,-8.278,2.874,-2.976,99.635,99.635,21.273,27.484,0.030,0.030,0.040,0.040,7.090,7.515,7.515,14.399,14.399,14.399
1,slv,2007-06-12,-107.760,-87.559,10.639,-4.559,-10.099,-2.050,-5.505,112.263,112.263,0.000,10.639,0.013,0.013,0.056,0.056,4.412,5.749,5.749,16.254,16.254,16.254
0,slv,2007-06-13,8.954,-77.251,11.969,-2.210,-3.109,-0.483,-2.713,77.251,77.251,103.627,17.893,0.023,0.023,0.046,0.046,5.874,6.706,6.706,14.822,14.822,14.822
1,slv,2007-06-14,-21.033,-69.292,-1.591,8.204,-2.506,-2.338,-3.035,65.589,65.589,54.134,16.951,0.024,0.024,0.046,0.046,5.859,6.690,6.690,14.573,14.573,14.573
0,slv,2007-06-15,59.289,-25.194,3.817,15.309,-3.905,-1.989,-3.666,49.179,49.179,59.289,20.520,0.031,0.031,0.039,0.039,6.773,7.296,7.296,13.589,13.589,13.589
0,slv,2007-06-18,25.003,17.012,-13.699,10.036,-5.480,-2.813,-3.483,43.552,43.552,44.854,19.335,0.031,0.031,0.039,0.039,6.702,7.246,7.246,13.397,13.397,13.397
0,slv,2007-06-19,49.473,14.064,-22.732,10.232,-4.731,1.816,-3.911,31.752,31.752,51.659,22.897,0.039,0.039,0.032,0.032,7.710,7.923,7.923,12.349,12.349,12.349
0,slv,2007-06-20,-20.262,19.333,-34.620,7.409,-7.935,-3.138,-5.835,40.842,41.075,19.333,13.619,0.025,0.025,0.041,0.045,5.653,6.528,6.528,13.759,13.759,13.759
0,slv,2007-06-21,-38.238,-6.761,-41.849,2.355,-7.805,-2.199,-4.765,26.267,41.849,8.949,10.058,0.019,0.019,0.026,0.050,4.855,5.978,5.978,14.169,14.169,14.169
0,slv,2007-06-22,-65.084,-8.288,-38.618,9.320,1.364,-4.027,-6.401,65.084,38.967,7.250,9.320,0.019,0.019,0.020,0.051,4.730,5.884,5.884,14.046,14.046,14.046
0,slv,2007-06-25,-65.235,-42.550,-33.550,-2.135,-8.164,-5.395,-9.485,82.925,45.620,0.000,0.000,0.000,0.004,0.033,0.064,2.820,4.563,4.563,15.360,15.360,15.360
1,slv,2007-06-26,-222.103,-128.897,-56.600,-36.309,-23.116,-15.066,-14.391,168.865,75.669,0.000,0.000,0.000,0.000,0.084,0.114,0.000,0.000,0.000,20.685,20.685,20.685
1,slv,2007-06-27,-204.008,-132.554,-59.804,-34.005,-23.191,-12.989,-13.516,132.554,67.974,53.520,53.520,0.005,0.005,0.080,0.109,53.520,53.520,53.520,19.921,19.921,19.921
0,slv,2007-06-28,-110.461,-86.767,-34.220,-36.726,-11.923,-11.721,-11.200,93.156,55.818,104.981,104.981,0.021,0.021,0.065,0.095,104.981,104.981,104.981,18.187,18.187,18.187
1,slv,2007-06-29,56.265,-84.793,-45.605,-47.188,-10.963,-15.040,-14.367,86.223,54.745,56.265,56.265,0.017,0.017,0.069,0.099,56.265,56.265,56.265,18.369,18.369,18.369
0,slv,2007-07-02,103.194,-53.565,-30.793,-38.834,-8.163,-13.080,-12.509,56.707,42.720,91.190,91.190,0.036,0.036,0.051,0.081,91.190,91.190,91.190,16.320,16.320,16.320
0,slv,2007-07-03,35.484,-38.077,-39.827,-42.628,-11.975,-14.209,-15.266,55.258,42.628,63.730,63.730,0.032,0.032,0.055,0.085,63.730,63.730,63.730,16.565,16.565,16.565
1,slv,2007-07-05,31.039,43.914,-44.190,-43.005,-10.990,-16.645,-16.887,47.091,43.005,43.914,43.914,0.026,0.026,0.047,0.086,43.914,43.914,43.914,16.887,16.887,16.887
1,slv,2007-07-06,24.362,64.155,-36.751,-25.556,-6.975,-13.237,-10.756,25.515,25.556,62.930,62.930,0.044,0.044,0.026,0.051,62.930,62.930,62.930,11.494,15.094,15.094
1,slv,2007-07-09,39.366,37.635,-25.546,-13.431,-2.297,-13.649,-11.367,25.065,33.924,55.064,55.064,0.044,0.044,0.025,0.044,55.064,55.064,55.064,11.367,14.930,14.930
0,slv,2007-07-10,108.303,70.175,-9.094,-10.795,-0.259,-13.343,-5.498,0.000,21.270,66.328,66.328,0.060,0.060,0.000,0.030,66.328,66.328,66.328,13.343,13.380,13.380
1,slv,2007-07-11,43.375,34.027,-10.316,-3.325,-6.389,-13.531,-0.285,19.425,21.108,57.637,57.637,0.058,0.058,0.002,0.032,57.637,57.637,57.637,13.417,13.418,13.418
0,slv,2007-07-12,84.911,62.640,11.566,-2.373,-2.493,-10.057,4.020,0.000,12.345,64.947,64.224,0.071,0.071,0.000,0.020,64.224,64.224,64.224,11.379,12.145,12.145
0,slv,2007-07-13,24.087,66.586,56.127,-4.131,-10.461,-11.011,0.577,30.762,13.392,55.151,56.127,0.067,0.067,0.003,0.023,56.127,56.127,56.127,11.652,12.302,12.302
0,slv,2007-07-16,12.716,28.128,46.683,-10.144,-18.161,-8.174,-0.052,41.913,15.538,44.049,47.440,0.062,0.062,0.008,0.028,47.440,47.440,47.440,12.241,12.660,12.660
1,slv,2007-07-17,-48.194,17.744,27.890,-13.219,-20.345,-12.688,-0.860,48.194,17.855,35.098,39.405,0.055,0.055,0.014,0.034,39.405,39.405,39.405,12.921,13.079,13.079
1,slv,2007-07-18,39.085,31.728,51.619,-5.654,-14.234,-9.751,2.247,0.000,5.654,57.940,53.245,0.080,0.080,0.000,0.011,53.245,53.245,53.245,9.476,10.885,10.885
1,slv,2007-07-19,71.092,42.040,38.463,3.364,-11.463,-6.577,1.914,0.000,0.000,56.478,52.697,0.084,0.084,0.000,0.000,52.697,52.697,52.697,8.759,10.409,10.409
0,slv,2007-07-20,108.727,29.480,46.614,8.492,-3.243,-6.220,4.754,0.000,0.000,48.458,52.697,0.090,0.090,0.000,0.000,52.697,52.697,52.697,7.957,9.875,9.875
0,slv,2007-07-23,25.416,32.400,50.140,8.035,4.733,-0.566,3.593,13.602,13.602,42.192,48.946,0.088,0.088,0.001,0.001,48.946,48.946,48.946,8.029,9.898,9.898
0,slv,2007-07-24,9.112,40.200,34.503,14.815,1.292,-3.509,2.354,10.580,10.580,60.866,45.936,0.087,0.087,0.002,0.002,45.936,45.936,45.936,8.016,9.868,9.868
0,slv,2007-07-25,-51.639,27.702,22.871,36.352,2.500,-3.837,-0.543,51.639,51.639,27.702,36.352,0.073,0.073,0.015,0.015,36.352,36.352,36.352,9.685,10.931,10.931
0,slv,2007-07-26,-128.642,-52.103,-10.684,20.270,-9.185,-6.104,-3.375,99.751,99.751,0.000,20.270,0.041,0.046,0.040,0.040,21.957,21.957,21.957,12.757,12.920,12.920
1,slv,2007-07-27,-147.419,-69.355,-14.532,8.911,-11.476,-6.948,-5.331,92.496,92.496,0.000,11.549,0.022,0.039,0.046,0.046,17.815,17.815,17.815,13.405,13.337,13.337
1,slv,2007-07-30,-60.894,-55.795,-13.651,17.814,-9.396,-6.596,-4.421,55.795,55.795,133.904,17.814,0.036,0.053,0.033,0.033,23.091,23.091,23.091,11.591,12.138,12.138
1,slv,2007-07-31,25.449,-52.087,-10.350,8.500,-9.142,-7.236,-4.871,46.529,46.529,71.706,15.020,0.027,0.054,0.033,0.033,22.540,22.540,22.540,11.322,11.950,11.950
0,slv,2007-08-01,71.046,-39.758,-0.259,14.283,-9.423,-7.011,-1.964,32.400,32.400,71.046,17.945,0.034,0.061,0.026,0.026,24.537,24.537,24.537,10.346,11.291,11.291
0,slv,2007-08-02,28.408,-16.503,5.462,17.409,-4.638,-6.231,-3.609,28.044,28.044,55.067,17.409,0.035,0.062,0.025,0.025,23.878,23.878,23.878,10.128,11.132,11.132
0,slv,2007-08-03,58.585,42.241,-5.592,13.683,0.384,-3.715,-1.340,15.567,15.567,64.337,64.337,0.032,0.073,0.016,0.016,26.897,26.897,26.897,8.825,10.248,10.248
0,slv,2007-08-06,-1.810,34.598,-18.098,8.005,-3.152,-0.901,-3.710,25.123,24.045,34.598,34.598,0.021,0.061,0.025,0.026,21.702,21.702,21.702,10.016,11.031,11.031
0,slv,2007-08-07,34.886,31.796,-12.532,6.371,5.432,-1.433,-1.844,12.950,12.532,46.747,46.747,0.033,0.073,0.013,0.015,25.241,25.241,25.241,8.542,10.024,10.024
0,slv,2007-08-08,6.909,32.807,-10.153,8.135,24.949,0.051,-2.480,0.000,10.405,42.885,42.885,0.034,0.075,0.000,0.014,24.949,24.949,24.949,8.260,9.817,9.817
1,slv,2007-08-09,-74.776,-38.273,-38.559,-15.727,10.483,-6.718,-5.437,352.382,34.492,0.000,0.000,0.000,0.031,0.035,0.048,11.926,11.926,11.926,12.169,12.453,12.453
0,slv,2007-08-10,-68.794,-17.314,-16.823,-7.637,9.812,-1.231,-4.773,110.694,23.577,135.779,135.779,0.014,0.034,0.022,0.035,15.953,15.953,15.953,10.550,11.343,11.343
0,slv,2007-08-13,-86.819,-40.045,0.590,-6.980,9.825,-0.731,-7.047,86.819,24.513,47.642,47.642,0.010,0.029,0.026,0.039,14.197,14.197,14.197,10.858,11.542,11.542
0,slv,2007-08-14,7.676,-33.636,0.132,-7.491,0.927,-3.629,-8.435,82.542,27.116,7.676,7.676,0.002,0.013,0.033,0.046,11.576,11.576,11.576,11.496,11.969,11.969
0,slv,2007-08-15,-99.230,-82.988,-26.388,-27.831,-3.910,-7.872,-10.665,102.497,35.601,0.000,0.000,0.000,0.000,0.051,0.064,5.646,5.646,5.646,13.340,13.229,13.229
0,slv,2007-08-16,-244.874,-162.658,-66.526,-52.737,-18.318,-14.352,-16.593,162.658,57.790,0.000,0.000,0.000,0.000,0.098,0.110,0.000,0.000,0.000,18.157,16.549,16.549
1,slv,2007-08-17,-253.242,-123.075,-79.260,-59.284,-26.709,-16.562,-17.021,152.115,59.284,0.000,0.000,0.000,0.000,0.106,0.119,0.000,0.000,0.000,18.893,17.064,17.064
0,slv,2007-08-20,-176.558,-135.266,-75.587,-56.224,-25.000,-13.563,-16.750,126.877,56.224,55.727,55.727,0.006,0.006,0.102,0.112,55.727,55.727,55.727,18.159,16.562,16.562
1,slv,2007-08-21,-76.401,-157.831,-97.042,-64.180,-35.224,-17.728,-19.697,131.420,64.180,0.000,0.000,0.000,0.000,0.118,0.128,0.000,0.000,0.000,19.697,17.638,17.638
1,slv,2007-08-22,-26.577,-138.900,-84.866,-55.918,-33.061,-19.408,-19.146,113.605,113.605,52.997,52.997,0.005,0.005,0.114,0.114,52.997,52.997,52.997,19.146,17.162,17.162
1,slv,2007-08-23,-30.125,-102.543,-90.213,-42.582,-35.376,-18.803,-17.785,99.404,99.656,49.088,49.088,0.010,0.010,0.089,0.110,49.088,49.088,49.088,19.257,16.741,16.741
0,slv,2007-08-24,112.945,16.978,-73.668,-28.564,-27.334,-18.469,-15.850,67.763,73.668,112.945,112.945,0.034,0.034,0.068,0.088,112.945,112.945,112.945,16.750,15.113,15.113
0,slv,2007-08-27,34.857,4.001,-59.684,-42.924,-31.074,-23.771,-15.299,80.384,80.258,39.531,39.531,0.016,0.016,0.080,0.104,39.531,39.531,39.531,18.257,16.108,16.108
1,slv,2007-08-28,5.736,-12.220,-73.247,-45.266,-30.485,-24.485,-17.847,77.636,77.207,23.110,23.110,0.012,0.012,0.078,0.108,23.110,23.110,23.110,18.447,16.243,16.243
0,slv,2007-08-29,-23.810,44.164,-58.925,-41.699,-33.041,-22.932,-16.870,46.023,63.276,44.164,44.164,0.026,0.026,0.046,0.095,44.164,44.164,44.164,16.870,15.210,15.210
1,slv,2007-08-30,2.281,18.581,-60.934,-46.476,-37.183,-23.684,-16.290,42.017,64.827,23.582,23.582,0.017,0.017,0.017,0.104,23.582,23.582,23.582,16.724,15.694,15.694
1,slv,2007-08-31,101.635,53.773,-26.040,-39.495,-31.109,-17.025,-14.129,0.000,47.585,52.997,52.997,0.042,0.042,0.000,0.081,52.997,52.997,52.997,14.129,14.027,14.027
0,slv,2007-09-04,104.952,40.196,28.792,-27.012,-25.930,-10.783,-8.991,0.000,36.898,65.354,65.354,0.059,0.059,0.000,0.066,65.354,65.354,65.354,17.530,12.947,12.947
1,slv,2007-09-05,128.205,65.287,34.722,-33.911,-26.631,-12.721,-11.030,30.361,36.448,55.604,55.604,0.056,0.056,0.003,0.069,55.604,55.604,55.604,17.678,13.039,13.039
